Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
PM2528_S2_R1	(1, 1.3047765292505396)	(2, 0.06498801125712388)	(3, 0.06505519390142828)	(4, 0.06498801125712388)	(5, 0.06498801125712388)	(6, 0.06498801125712388)	(7, 0.06498801125712388)	(8, 0.06498801125712388)	(9, 0.06498801125712388)	(10, 0.06499920836450794)	(12, 0.06498801125712388)	(14, 0.06498801125712388)	(16, 0.06498801125712388)	(18, 0.06502160257927608)	(20, 0.06498801125712388)	(22, 0.06504399679404421)	(24, 0.06585018852569703)	(26, 0.06498801125712388)	(28, 0.06657800050566137)	(30, 0.0660293422438421)	(32, 0.06718264430440099)	(34, 0.0686606624790978)	(36, 0.007676231138603599)	(38, 0.001748655440896567)	(40, 0.0003588137840557731)	(42, 0.0)	(44, 0.0001234504167012702)	(46, 0.0)	(48, 0.0)	(50, 0.002226220424155706)	(52, 0.0037474936526122903)	(54, 0.0022527949018350253)	(56, 0.0013869132891663467)	(58, 0.0012192281766341016)	(60, 0.00015827222800606725)	(62, 0.0005435091532602963)	(64, 0.0)	(66, 0.00024999659095557787)	(68, 0.00013665720087788585)	(70, 0.0002625790791146199)	(72, 0.0)	(74, 0.0008205623620046804)	(76, 0.003231925943844797)												
PM2528_S2_R2	(1, 0.06297253192799185)	(2, 0.06700349058625592)	(3, 0.06310689721660065)	(4, 0.06445055010268867)	(5, 0.06415942531070294)	(6, 0.0667347600090383)	(7, 0.06881742198247473)	(8, 0.07087768974114304)	(9, 0.07190782362047718)	(10, 0.0689965757006198)	(12, 0.06309570010921658)	(14, 0.06389069473348533)	(16, 0.06493202572020355)	(18, 0.06554786662632722)	(20, 0.06654440918350917)	(22, 0.06582779431092889)	(24, 0.06571582323708822)	(26, 0.06349879597504299)	(28, 0.06297253192799185)	(30, 0.06418181952547107)	(32, 0.06331964225689792)	(34, 0.06395787737778974)	(36, 0.0019386262311817382)	(38, 0.0018158525949150074)	(40, 0.00255643641733376)	(42, 4.4868461375209364e-05)	(44, 0.004286878829013237)	(46, 0.023174838323502554)	(48, 0.03447994214470183)	(50, 0.02619602270172062)	(52, 0.027153364181415535)	(54, 0.02768448561651311)	(56, 0.027509565775033537)	(58, 0.02906439620494609)	(60, 0.02987234911157735)	(62, 0.04716953900520155)	(64, 0.0341194218317129)	(66, 0.03496951585284719)	(68, 0.02922525189275346)	(70, 0.03559802107416544)	(72, 0.037882246860615046)	(74, 0.03229720233124682)	(76, 0.04828644462661524)												
PM2539_S23_R1	(1, 0.02073192431629205)	(2, 0.22874338009046813)	(3, 0.020077297910172542)	(4, 0.020362326632454242)	(5, 0.019973935846048407)	(6, 0.021201751880492656)	(7, 0.019751550798993454)	(8, 0.019751550798993454)	(9, 0.020418705940158315)	(10, 0.06762697959103514)	(12, 0.019751550798993454)	(14, 0.019964539294764397)	(16, 0.019751550798993454)	(18, 0.09323571402372949)	(20, 0.01976564562591947)	(22, 0.06721822961018063)	(24, 0.026844380926541928)	(26, 0.10916600063389136)	(28, 0.05774180764025441)	(30, 0.08007271176670919)	(32, 0.19405757711741808)	(34, 0.15263444687373137)	(36, 1.569335707570863e-06)	(38, 0.0005560199351680756)	(40, 1.5729236420914806e-06)	(42, 0.00034833208745505944)	(44, 0.00024169319828739046)	(46, 0.0009218748450672109)	(48, 0.02790369861282255)	(50, 0.05740031756801354)	(52, 0.07550973432029368)	(54, 0.028183809223058662)	(56, 0.0003570638811471571)	(58, 0.0002682435522164065)	(60, 0.00021489655835716555)	(62, 0.057029551259896824)	(64, 0.00019672718334414922)	(66, 0.0)	(68, 0.0)	(70, 0.0001092132423014597)	(72, 0.029449874031911554)	(74, 0.1134508192892402)	(76, 8.280735481676306e-06)	(78, 4.302570157493859e-06)	(80, 0.0002633291232659917)	(82, 0.26957604484837344)	(84, 0.02866130436911245)	(86, 0.00011048217459251978)	(88, 5.238391469132817e-06)	(90, 0.0820183692321595)	(92, 0.00018875249074640915)	(94, 0.00043002475548718257)	(96, 0.055410042606527224)	(98, 0.0003258037400850019)	(100, 7.644194144024261e-05)
PM2539_S23_R2	(1, 0.13429551095110107)	(2, 0.222717058533655)	(3, 0.015585746396414753)	(4, 0.01718002793093547)	(5, 0.014154338417483574)	(6, 0.014915459071488554)	(7, 0.11346022457068489)	(8, 0.013859913143917862)	(9, 0.013891234981531234)	(10, 0.01487630677447184)	(12, 0.014176263703812936)	(14, 0.014126148763631538)	(16, 0.013994597045655368)	(18, 0.013989898770013363)	(20, 0.01437359128077719)	(22, 0.015847283740486422)	(24, 0.01970613413445406)	(26, 0.31361929565518815)	(28, 0.03481578859914554)	(30, 0.10753726507799592)	(32, 0.150532751569874)	(34, 0.09289117380998238)	(36, 9.565244880304604e-05)	(38, 1.2551198495902024e-05)	(40, 0.0)	(42, 0.0005424510731930648)	(44, 0.0002314549478454851)	(46, 0.05544323042178175)	(48, 0.05793310450713671)	(50, 0.00023182129639359419)	(52, 0.00015170534452978393)	(54, 0.08842664558749497)	(56, 0.0010939637279116685)	(58, 0.00019547956439529347)	(60, 0.0002352528424342431)	(62, 0.05521582595817208)	(64, 0.030450967489224132)	(66, 0.05368439916815812)	(68, 0.11129100826445136)	(70, 0.027408266757358288)	(72, 0.0008134524101045051)	(74, 0.0008792146256659824)	(76, 8.414778730027382e-05)	(78, 0.00025204117275334873)	(80, 1.5830532252572344e-05)	(82, 0.030258951399490752)	(84, 0.0)	(86, 1.0819925750207125e-05)	(88, 0.00018757285195589358)	(90, 0.00011552918327244637)	(92, 0.0)	(94, 0.00022411745133634338)	(96, 0.08399034792084001)	(98, 0.00026415587563499113)	(100, 0.00019504136583567666)
PM2577_S13_R1	(1, 0.014811826718193321)	(2, 0.22459236181505754)	(3, 0.014043609094668431)	(4, 0.014337107622630504)	(5, 0.01393527071186364)	(6, 0.01521070894579278)	(7, 0.013744201200371554)	(8, 0.013744201200371554)	(9, 0.01429869674145426)	(10, 0.060187881014396705)	(12, 0.013744201200371554)	(14, 0.01397072690987248)	(16, 0.013744201200371554)	(18, 0.08794712937215178)	(20, 0.013758482169014003)	(22, 0.061496805657556414)	(24, 0.016593008220943013)	(26, 0.0897957761405572)	(28, 0.02663449896536352)	(30, 0.030708022158823695)	(32, 0.11921506399119844)	(34, 0.04941412129165471)	(36, 3.4492383694872723e-06)	(38, 0.0005736554839938958)	(40, 3.94363393592635e-06)	(42, 0.0003560273218917231)	(44, 0.0002560154353531132)	(46, 0.0009080041752400685)	(48, 0.02794999434107292)	(50, 0.05612945588032922)	(52, 0.07334935490135167)	(54, 0.028426309125150345)	(56, 0.00040712726006706204)	(58, 0.00030596046448414405)	(60, 0.0002508400016999387)	(62, 0.05560448816150471)	(64, 0.0001856280443687251)	(66, 0.0)	(68, 0.0)	(70, 0.000119463076845753)	(72, 0.029754953261842784)	(74, 0.11153289261029457)	(76, 1.0863147582424352e-05)	(78, 5.223341053170243e-06)	(80, 0.0002956750642133641)	(82, 0.26990932873295626)	(84, 0.028201050441258372)	(86, 0.0001350595196829239)	(88, 1.3471320291602221e-05)	(90, 0.08231993082507859)	(92, 0.00020870010716164268)	(94, 0.0004820420834624832)	(96, 0.055495064513543836)	(98, 0.0003351625826496001)	(100, 9.228529555836946e-05)
PM2577_S13_R2	(1, 0.1275467780760815)	(2, 0.22028246396820508)	(3, 0.01178327647160482)	(4, 0.013431989679015927)	(5, 0.010290176577676962)	(6, 0.011051499940477907)	(7, 0.1120356763416027)	(8, 0.009961221851706049)	(9, 0.009985844211434409)	(10, 0.010979110202876525)	(12, 0.010305442440708546)	(14, 0.010249303460527881)	(16, 0.010108956010076218)	(18, 0.010084826097542424)	(20, 0.010501928871340872)	(22, 0.011730584621786127)	(24, 0.01362010450734061)	(26, 0.30469382248336413)	(28, 0.01709628925379073)	(30, 0.0795346539473597)	(32, 0.10635185082190766)	(34, 0.03260689854107496)	(36, 0.0001009922478498344)	(38, 2.0200645722016384e-05)	(40, 0.0)	(42, 0.0005505490477295564)	(44, 0.00025487915109644277)	(46, 0.053131925729333514)	(48, 0.058108263397587866)	(50, 0.0002512374642068673)	(52, 0.00016153043118473902)	(54, 0.08860929217511261)	(56, 0.001030033169888046)	(58, 0.00021545068479440004)	(60, 0.0002608941899369818)	(62, 0.056638766274192426)	(64, 0.03086300402418423)	(66, 0.05389464631842324)	(68, 0.11158964089943978)	(70, 0.02709180365368562)	(72, 0.000762483457840696)	(74, 0.0008944519745232697)	(76, 8.173407128233714e-05)	(78, 0.00026078425080823276)	(80, 2.4472507085675976e-05)	(82, 0.029947978467720675)	(84, 1.0690395124700893e-06)	(86, 2.1718662366045737e-05)	(88, 0.0002580436858345642)	(90, 0.00012688037347897713)	(92, 0.0)	(94, 0.00023629073637526938)	(96, 0.08335967920803049)	(98, 0.0002448877860102361)	(100, 0.0002358824681495115)
PM2601_S14_R1	(1, 0.03465861456412602)	(2, 0.2397226480634378)	(3, 0.03404047615427309)	(4, 0.03425930617527941)	(5, 0.03386676572522683)	(6, 0.0351120664633247)	(7, 0.03367726343899455)	(8, 0.03367726343899455)	(9, 0.034232234420103376)	(10, 0.07957742433997143)	(12, 0.03367726343899455)	(14, 0.033876917633417845)	(16, 0.03367726343899455)	(18, 0.10659729198525798)	(20, 0.03368854333698457)	(22, 0.08247974209280279)	(24, 0.04057153709049289)	(26, 0.11676612002325824)	(28, 0.06067457128830107)	(30, 0.07358215855827743)	(32, 0.16818440702095142)	(34, 0.11201841095926013)	(36, 1.1294712944870505e-06)	(38, 0.000532121545327966)	(40, 5.6508898343204314e-06)	(42, 0.00032337956338173297)	(44, 0.00022963554903998934)	(46, 0.0008261721560789046)	(48, 0.027512002130747604)	(50, 0.05527609624529148)	(52, 0.07218978113290425)	(54, 0.028165823379255932)	(56, 0.00035037482541408303)	(58, 0.0002814043237831314)	(60, 0.0002248590670115632)	(62, 0.05520439629068921)	(64, 0.00020411587974987686)	(66, 0.0)	(68, 0.0)	(70, 0.00011227308610992681)	(72, 0.03009791690592298)	(74, 0.11059173634761837)	(76, 8.226865935462823e-06)	(78, 2.366998866278553e-06)	(80, 0.00025761316678069626)	(82, 0.27353091094549165)	(84, 0.02770784725313428)	(86, 0.00012167742282793816)	(88, 4.981180353447621e-06)	(90, 0.08200874264484445)	(92, 0.00017085527362337185)	(94, 0.0004339342887555601)	(96, 0.056040243013391645)	(98, 0.0003238535359927568)	(100, 8.500613506277976e-05)
PM2601_S14_R2	(1, 0.14630027693051956)	(2, 0.23587169088964602)	(3, 0.03245903445607271)	(4, 0.03418485884854531)	(5, 0.031053559166516604)	(6, 0.031746144903103644)	(7, 0.13336674589516617)	(8, 0.030755769859580163)	(9, 0.030791865533148215)	(10, 0.0317168171683296)	(12, 0.031094166799280665)	(14, 0.031061455095109616)	(16, 0.030917072400837402)	(18, 0.030900152553852377)	(20, 0.03128028511611595)	(22, 0.033174179988639786)	(24, 0.03834714120686155)	(26, 0.33517427284476004)	(28, 0.05195972210121398)	(30, 0.1241894208904884)	(32, 0.15506362967896373)	(34, 0.09535800162800512)	(36, 0.00011066604165196531)	(38, 2.146022412967722e-05)	(40, 0.0)	(42, 0.0005741604968242425)	(44, 0.00023630568689082668)	(46, 0.052614036034048815)	(48, 0.05733783059826065)	(50, 0.00021630924112715915)	(52, 0.00015984035915788617)	(54, 0.09071209002012469)	(56, 0.0009585784508724853)	(58, 0.00021719455860994027)	(60, 0.0002346076617919636)	(62, 0.05731536997644644)	(64, 0.03104567404173088)	(66, 0.05390193051761513)	(68, 0.11077697260792284)	(70, 0.026567979915828172)	(72, 0.0007500584762461508)	(74, 0.0008746985204799348)	(76, 5.479883992954548e-05)	(78, 0.0002874677552112331)	(80, 3.30925656144913e-05)	(82, 0.030285145152987178)	(84, 0.0)	(86, 2.55490779720996e-05)	(88, 0.00022794574970014047)	(90, 0.00011125201088009667)	(92, 0.0)	(94, 0.00023010004336222392)	(96, 0.0825886090908338)	(98, 0.00022197538317513205)	(100, 0.00020538079310548367)
PM2616_S22_R1	(1, 0.00889930991500298)	(2, 0.21493576348750473)	(3, 0.008092954321005543)	(4, 0.008353339981567214)	(5, 0.007992159871755862)	(6, 0.009424281004845063)	(7, 0.007794770741975239)	(8, 0.007794770741975239)	(9, 0.008370139056442162)	(10, 0.05453819658151426)	(12, 0.007794770741975239)	(14, 0.007990059987396495)	(16, 0.007794770741975239)	(18, 0.08107863499957058)	(20, 0.0078073700481314495)	(22, 0.05563853598582326)	(24, 0.009659468053094316)	(26, 0.08308822433148606)	(28, 0.01835088941651983)	(30, 0.021458718268384958)	(32, 0.11191123704817575)	(34, 0.038915056947813886)	(36, 0.0)	(38, 0.0005800429051011767)	(40, 6.307790796567377e-06)	(42, 0.0003766029029561645)	(44, 0.00023370299040661858)	(46, 0.0009904839361207828)	(48, 0.0285016406965351)	(50, 0.05736884229117531)	(52, 0.07340328526164026)	(54, 0.028879383978098052)	(56, 0.0004601757387602451)	(58, 0.0002798396217601568)	(60, 0.00028197221693042313)	(62, 0.055635020610952435)	(64, 0.00018546581262309466)	(66, 0.0)	(68, 0.0)	(70, 0.00011423784927965382)	(72, 0.02911207071490524)	(74, 0.11213727130187198)	(76, 4.814537978881029e-06)	(78, 2.4636194847073775e-06)	(80, 0.00027746730867557034)	(82, 0.2687424689007908)	(84, 0.028648936022877124)	(86, 0.00011991374931049595)	(88, 8.422941025402663e-06)	(90, 0.08290431658677926)	(92, 0.00022683107820959484)	(94, 0.0005073123575361465)	(96, 0.05655615414900356)	(98, 0.00036081724911889076)	(100, 7.932327725706453e-05)
PM2616_S22_R2	(1, 0.12269624311789148)	(2, 0.2135456400416029)	(3, 0.006702830875103707)	(4, 0.008025758021505756)	(5, 0.005048121999921464)	(6, 0.0059468725057311095)	(7, 0.10819864150081256)	(8, 0.004733139346016215)	(9, 0.004779336801922318)	(10, 0.005675987423372595)	(12, 0.005079620265311989)	(14, 0.005043922231202727)	(16, 0.0049053298634844185)	(18, 0.004861232291937682)	(20, 0.005274909510733243)	(22, 0.006261855159636358)	(24, 0.007265599883414421)	(26, 0.296593966570261)	(28, 0.008821614193706353)	(30, 0.06918279010374899)	(32, 0.09579042482130509)	(34, 0.019178243854110953)	(36, 0.00011552461344309096)	(38, 1.6805656800884834e-05)	(40, 0.0)	(42, 0.0005212392926572622)	(44, 0.00023337303828673914)	(46, 0.05405964548634352)	(48, 0.058537486439355885)	(50, 0.0002571147226503487)	(52, 0.00018579309456049335)	(54, 0.08783133895691064)	(56, 0.0009472661992851)	(58, 0.00021464606160818012)	(60, 0.00027302035658975475)	(62, 0.05718945777384594)	(64, 0.030382447369087098)	(66, 0.055165533260008545)	(68, 0.11225406324334487)	(70, 0.026697459430507352)	(72, 0.0007396205243326653)	(74, 0.0009220665149830129)	(76, 6.53765719853093e-05)	(78, 0.00023589451026524737)	(80, 1.6305799523316257e-05)	(82, 0.029396147114018327)	(84, 0.0)	(86, 7.3852611063987674e-06)	(88, 0.00026645043627237044)	(90, 0.00013121924211316393)	(92, 0.0)	(94, 0.00023391204697319556)	(96, 0.08345506722270817)	(98, 0.00022930394589061002)	(100, 0.00021220941386288115)
PM2622_S32_R1	(1, 0.0042719422959973325)	(2, 0.2122626168137454)	(3, 0.003593077749866034)	(4, 0.0038331325133269113)	(5, 0.003476922219159158)	(6, 0.004741726886856253)	(7, 0.003296235838059573)	(8, 0.003296235838059573)	(9, 0.003879594725609662)	(10, 0.05005012756458505)	(12, 0.003296235838059573)	(14, 0.003509187644355512)	(16, 0.003296235838059573)	(18, 0.07594893906119486)	(20, 0.003303979540106698)	(22, 0.050275985540959536)	(24, 0.005144399393306757)	(26, 0.0781197568684056)	(28, 0.01723360890587685)	(30, 0.026413767682743623)	(32, 0.12454970372595968)	(34, 0.06275883324092515)	(36, 3.875446958527266e-06)	(38, 0.000497607413083818)	(40, 5.174161232245125e-06)	(42, 0.00030040587552975184)	(44, 0.00024108546318946425)	(46, 0.0009017644650124016)	(48, 0.02729085120728819)	(50, 0.0561710844898428)	(52, 0.07347088180516649)	(54, 0.027533024148852597)	(56, 0.00037669426448725453)	(58, 0.0002660210450038864)	(60, 0.00022743235365128034)	(62, 0.05455675229488706)	(64, 0.00020027539736374556)	(66, 1.3421755140371157e-06)	(68, 0.0)	(70, 0.00010464348961956288)	(72, 0.02992679885832959)	(74, 0.10974795678791954)	(76, 1.1173735709612599e-05)	(78, 4.238701934268047e-06)	(80, 0.0002675806343509773)	(82, 0.2732164570981978)	(84, 0.027743278247714557)	(86, 0.0001170495043321147)	(88, 1.3773294600992476e-05)	(90, 0.0821996741175963)	(92, 0.00019109641342382613)	(94, 0.00046038024349872805)	(96, 0.05447600233573269)	(98, 0.00029439375397288337)	(100, 6.857923288813125e-05)
PM2622_S32_R2	(1, 0.12196846971025133)	(2, 0.2096426642878014)	(3, 0.00437002918859425)	(4, 0.00597297551234914)	(5, 0.0029529317139703613)	(6, 0.003652446132227326)	(7, 0.1022555855322866)	(8, 0.0026896458443681085)	(9, 0.002715458184525192)	(10, 0.0036305056430938052)	(12, 0.002981325288143153)	(14, 0.00293099122483684)	(16, 0.00284451988531061)	(18, 0.002804510758067131)	(20, 0.0031323274780620924)	(22, 0.004268070444973769)	(24, 0.0057974515992809715)	(26, 0.2969748453582701)	(28, 0.01198337891792605)	(30, 0.08039124280222894)	(32, 0.11528049237555096)	(34, 0.04965777999419739)	(36, 8.782713120089575e-05)	(38, 2.3258142772693648e-05)	(40, 0.0)	(42, 0.0005331403054860306)	(44, 0.00019814940115171423)	(46, 0.05301027267484667)	(48, 0.0573638500330308)	(50, 0.00020927502218900167)	(52, 0.00016803891062119763)	(54, 0.08930600328475759)	(56, 0.0010216992703418887)	(58, 0.0002138239884620051)	(60, 0.00022110577842579318)	(62, 0.05652161109038539)	(64, 0.03122795423630261)	(66, 0.05261031951177431)	(68, 0.10956807943558644)	(70, 0.026971379236339195)	(72, 0.0007487242138805319)	(74, 0.0007620378949039868)	(76, 7.155591047898741e-05)	(78, 0.00025032443785510174)	(80, 2.2522228313233745e-05)	(82, 0.030117808392477387)	(84, 1.4491735421256198e-06)	(86, 1.9169598927163075e-05)	(88, 0.00021795216683459756)	(90, 9.533476410312152e-05)	(92, 0.0)	(94, 0.00019042226670177968)	(96, 0.08188066773466722)	(98, 0.00022138291960209467)	(100, 0.00019664272108320757)
PM3050_S3_R1	(1, 1.4657621051254799)	(2, 0.021954699545990344)	(3, 0.02198691480577903)	(4, 0.021954699545990344)	(5, 0.021954699545990344)	(6, 0.021954699545990344)	(7, 0.021954699545990344)	(8, 0.021954699545990344)	(9, 0.021954699545990344)	(10, 0.02197886099083186)	(12, 0.021954699545990344)	(14, 0.021954699545990344)	(16, 0.021954699545990344)	(18, 0.022019130065567716)	(20, 0.021954699545990344)	(22, 0.022043291510409235)	(24, 0.02280035011544338)	(26, 0.021954699545990344)	(28, 0.023758754094156828)	(30, 0.02314666415817177)	(32, 0.024539974144032493)	(34, 0.025973553204629074)	(36, 0.00934493232778639)	(38, 0.0017805308060430732)	(40, 0.0002578443087717828)	(42, 0.0)	(44, 0.00010478643476730076)	(46, 0.0)	(48, 0.0)	(50, 0.0031545672607391838)	(52, 0.004738968033601948)	(54, 0.002552744673104484)	(56, 0.0015278192853314069)	(58, 0.0014725413515097796)	(60, 0.00014580395653616458)	(62, 0.0007300737918029099)	(64, 0.0)	(66, 0.00022794338407353064)	(68, 0.0001223702131322002)	(70, 0.0002699074315657886)	(72, 0.0)	(74, 0.0009425483896993124)	(76, 0.004441750363178412)												
PM3050_S3_R2	(1, 0.0215681164285261)	(2, 0.026819203774082114)	(3, 0.02185805376662428)	(4, 0.023694323574579453)	(5, 0.023178879417960457)	(6, 0.026642019845244336)	(7, 0.02933199403759972)	(8, 0.0313937706640757)	(9, 0.0320219682299551)	(10, 0.029154810108761937)	(12, 0.02172113891252236)	(14, 0.02283256537523207)	(16, 0.0243386287703532)	(18, 0.025071525930545832)	(20, 0.026327921062304634)	(22, 0.025635292976847857)	(24, 0.025313140378960985)	(26, 0.022180206364511155)	(28, 0.021592277873367614)	(30, 0.022808403930390554)	(32, 0.021994968620726203)	(34, 0.022711758151024494)	(36, 0.0026262374331316447)	(38, 0.002183354572029069)	(40, 0.0030215896204287174)	(42, 4.0295170180606985e-05)	(44, 0.0046993791821855)	(46, 0.02419612194458451)	(48, 0.03605107929834115)	(50, 0.026634959687694006)	(52, 0.027096612503584888)	(54, 0.027986254095635592)	(56, 0.027842769841429606)	(58, 0.029331048990781313)	(60, 0.029963516441821485)	(62, 0.049402493471204956)	(64, 0.034977028852554354)	(66, 0.03580898721619972)	(68, 0.029686936424195842)	(70, 0.03797198625930222)	(72, 0.039192946620805066)	(74, 0.03266655852869543)	(76, 0.051814221761007806)												
PM3051_S4_R1	(1, 1.3198563575255977)	(2, 0.03966668693061912)	(3, 0.03971010968587979)	(4, 0.03966668693061912)	(5, 0.03966668693061912)	(6, 0.03966668693061912)	(7, 0.03966668693061912)	(8, 0.03966668693061912)	(9, 0.03966668693061912)	(10, 0.03969925399706462)	(12, 0.03966668693061912)	(14, 0.03966668693061912)	(16, 0.03966668693061912)	(18, 0.03973182106351012)	(20, 0.03966668693061912)	(22, 0.03975353244114046)	(24, 0.04027460550426845)	(26, 0.03966668693061912)	(28, 0.04095851389962396)	(30, 0.04040487377005046)	(32, 0.04154472109564296)	(34, 0.043053661840951135)	(36, 0.0078196714260952)	(38, 0.0014663318795648404)	(40, 0.0002607131373349903)	(42, 0.0)	(44, 0.00011953150171228877)	(46, 0.0)	(48, 0.0)	(50, 0.0024901657482594665)	(52, 0.003905149467148338)	(54, 0.002067540677774656)	(56, 0.0010559763252285155)	(58, 0.0011871658441277386)	(60, 7.628286252095463e-05)	(62, 0.0005997706477043179)	(64, 0.0)	(66, 0.00024032385168347952)	(68, 5.467695161997419e-05)	(70, 0.00024088380706783748)	(72, 0.0)	(74, 0.0009429980936303972)	(76, 0.003966459369713991)												
PM3051_S4_R2	(1, 0.037908065342562115)	(2, 0.0425108774001928)	(3, 0.03808175636360478)	(4, 0.03994893483981345)	(5, 0.039384439021424786)	(6, 0.04240232051204113)	(7, 0.044768860673747475)	(8, 0.046527482261804476)	(9, 0.04709197808019314)	(10, 0.04451917983099864)	(12, 0.03801662223071378)	(14, 0.038917644402372616)	(16, 0.04047000790294145)	(18, 0.041077926476590795)	(20, 0.04227205224625913)	(22, 0.04178354624957663)	(24, 0.04131675163052446)	(26, 0.03848341684976595)	(28, 0.037918921031377284)	(30, 0.03897192284644845)	(32, 0.03833143720635362)	(34, 0.039167325245121454)	(36, 0.00247618168440087)	(38, 0.002117987086795654)	(40, 0.0028134424760727036)	(42, 2.172860387092905e-05)	(44, 0.0046616059808513395)	(46, 0.02348704723581039)	(48, 0.035537703720783444)	(50, 0.02564161954556917)	(52, 0.026053071684346858)	(54, 0.027019906695898512)	(56, 0.027455324678265395)	(58, 0.0280119214032535)	(60, 0.029378122038418865)	(62, 0.04804411073088003)	(64, 0.033777939785774744)	(66, 0.03477105050437699)	(68, 0.028673135340591432)	(70, 0.035877069424211386)	(72, 0.03782195707114335)	(74, 0.03212462286301484)	(76, 0.04819073767391537)												
PM3153_S5_R1	(1, 1.3837013640680274)	(2, 0.0219948016545087)	(3, 0.02207286661157883)	(4, 0.0219948016545087)	(5, 0.0219948016545087)	(6, 0.0219948016545087)	(7, 0.0219948016545087)	(8, 0.0219948016545087)	(9, 0.0219948016545087)	(10, 0.0219948016545087)	(12, 0.0219948016545087)	(14, 0.0219948016545087)	(16, 0.0219948016545087)	(18, 0.022014317893776232)	(20, 0.0219948016545087)	(22, 0.022092382850846363)	(24, 0.022794967464477518)	(26, 0.0219948016545087)	(28, 0.0235756170351788)	(30, 0.022980371737519073)	(32, 0.024161104213204766)	(34, 0.02558578967973461)	(36, 0.00816964915797954)	(38, 0.0014934739580603229)	(40, 0.00023428830874981904)	(42, 0.0)	(44, 5.858408133813853e-05)	(46, 0.0)	(48, 0.0)	(50, 0.0025400398200088707)	(52, 0.004006818628032075)	(54, 0.00220943746548976)	(56, 0.0011931693208001002)	(58, 0.0012133426199707194)	(60, 7.833258134055246e-05)	(62, 0.0005194146412599079)	(64, 0.0)	(66, 0.00016697740834953833)	(68, 9.836216180752669e-05)	(70, 0.00020691184077641206)	(72, 0.0)	(74, 0.0007836581160858889)	(76, 0.003646264825670383)												
PM3153_S5_R2	(1, 0.021038505930399624)	(2, 0.025371111047791755)	(3, 0.021214152083807412)	(4, 0.022697386268139857)	(5, 0.022170447807916487)	(6, 0.025819984550944995)	(7, 0.027947254631106)	(8, 0.0300159759934644)	(9, 0.030835658042700748)	(10, 0.027947254631106)	(12, 0.02112632900710352)	(14, 0.021985043534874935)	(16, 0.023536584556643737)	(18, 0.024034248657965808)	(20, 0.025273529851454098)	(22, 0.024619735835991773)	(24, 0.024258685409542426)	(26, 0.021526411912087928)	(28, 0.021058022169667158)	(30, 0.02212165720974766)	(32, 0.021321491399778843)	(34, 0.021985043534874935)	(36, 0.002205878979818062)	(38, 0.001903418960180768)	(40, 0.002879740382130811)	(42, 9.762863940041957e-06)	(44, 0.005038231978947221)	(46, 0.025088079275596118)	(48, 0.03736102066596776)	(50, 0.02792286606237468)	(52, 0.028108451711028697)	(54, 0.029340542705203903)	(56, 0.02898959240378786)	(58, 0.030118916881476776)	(60, 0.031127068153298316)	(62, 0.049823378865930135)	(64, 0.03581034644302697)	(66, 0.03662456087898946)	(68, 0.030510352388166555)	(70, 0.03757785464396365)	(72, 0.039171891733689825)	(74, 0.03358383525738128)	(76, 0.05126037523038721)												
PM3183_S6_R1	(1, 1.2161098825127508)	(2, 0.06062920488549895)	(3, 0.060653027755787944)	(4, 0.06062920488549895)	(5, 0.06062920488549895)	(6, 0.06062920488549895)	(7, 0.06062920488549895)	(8, 0.06062920488549895)	(9, 0.06062920488549895)	(10, 0.06068876206122144)	(12, 0.06062920488549895)	(14, 0.06062920488549895)	(16, 0.06062920488549895)	(18, 0.060676850626076945)	(20, 0.06062920488549895)	(22, 0.06070067349636594)	(24, 0.06137962529960238)	(26, 0.06062920488549895)	(28, 0.06218960288942829)	(30, 0.06155829682676986)	(32, 0.06271370603578624)	(34, 0.06429792691000459)	(36, 0.007724222374640519)	(38, 0.001454539731766182)	(40, 0.00019080410095254177)	(42, 0.0)	(44, 8.352842191781018e-05)	(46, 0.0)	(48, 0.0)	(50, 0.0023419735428682723)	(52, 0.003766098727022763)	(54, 0.002177349416847205)	(56, 0.0012211800022915084)	(58, 0.001042484852515354)	(60, 4.797988491304905e-05)	(62, 0.0004923694740533296)	(64, 0.0)	(66, 0.0001565523417099273)	(68, 8.443926657500584e-05)	(70, 0.00021754476799394355)	(72, 0.0)	(74, 0.000738712473406351)	(76, 0.0036681157437927422)												
