Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
PM2528_S2_R1	(1, 33.057549772821886)	(2, 33.31814609940926)	(3, 33.446238320577216)	(4, 33.500011756962756)	(5, 33.52782962660558)	(6, 36.89048489969295)	(7, 36.89081230311286)	(8, 36.617708135751045)	(9, 36.58625949206786)	(10, 36.5566632978303)	(12, 36.34451752672022)	(14, 36.387885827126965)	(16, 36.36390352661854)	(18, 36.27391528582072)	(20, 36.21973192333385)	(22, 36.24033437697839)	(24, 36.23771526159018)	(26, 36.02974981855087)	(28, 35.89146240716758)	(30, 35.87952393930362)	(32, 35.81081288984129)	(34, 35.812083425616166)	(36, 35.72024545906217)	(38, 35.64649879087328)	(40, 35.6655007871109)	(42, 35.50244191938988)	(44, 35.358380090299676)	(46, 35.346593721210525)	(48, 35.39820726786165)	(50, 35.21846098704489)	(52, 35.11110712020077)	(54, 35.12340254102126)	(56, 35.067003929587074)	(58, 35.02621040007135)	(60, 34.9035044488295)	(62, 34.73686092999751)	(64, 34.5901384292679)	(66, 34.523823403145485)	(68, 34.34222017740838)	(70, 34.375762096771915)	(72, 34.30369251713604)	(74, 34.476011724904026)	(76, 32.64119060234285)												
PM2528_S2_R2	(1, 32.87614588397692)	(2, 32.71879450150366)	(3, 32.731749554747026)	(4, 32.75946105186971)	(5, 32.769275316491836)	(6, 35.70580384145881)	(7, 35.51975315304946)	(8, 35.450421335953756)	(9, 35.62839107196403)	(10, 35.47113766418039)	(12, 35.36887067542519)	(14, 35.39219492193265)	(16, 35.38768898197915)	(18, 35.37686798543211)	(20, 35.2296399077448)	(22, 35.101990644144955)	(24, 35.06668750821588)	(26, 35.07533324271141)	(28, 34.85608660201158)	(30, 35.04667794140733)	(32, 34.95799248405364)	(34, 35.0094860774047)	(36, 34.70258890627319)	(38, 34.76262404630082)	(40, 34.580501601414355)	(42, 34.52042277705574)	(44, 34.25230449667812)	(46, 34.37785766863691)	(48, 34.050983975268196)	(50, 34.10491343080817)	(52, 33.96960814167694)	(54, 33.845652710563215)	(56, 33.7948433755876)	(58, 33.67476645713886)	(60, 33.45105891975578)	(62, 33.35894806908881)	(64, 33.106146764423265)	(66, 33.08093735825707)	(68, 32.98376589425905)	(70, 32.90361259171853)	(72, 32.42801639968269)	(74, 32.409449988071856)	(76, 29.961348195282337)												
PM2539_S23_R1	(1, 36.53311440204091)	(2, 37.8064804694091)	(3, 38.10524118644991)	(4, 38.191691274929404)	(5, 38.07808809749185)	(6, 38.31476655192329)	(7, 38.24391912363252)	(8, 38.61267324773973)	(9, 38.5832086071658)	(10, 38.60743598591607)	(12, 38.69001074871501)	(14, 38.69908149024417)	(16, 38.865729828415525)	(18, 38.79263681229891)	(20, 38.86791931883022)	(22, 38.79854495656241)	(24, 38.85549419642369)	(26, 38.08601120689086)	(28, 38.057880124875155)	(30, 38.00370214724039)	(32, 37.969595328435624)	(34, 38.00255210332874)	(36, 38.017894669077506)	(38, 37.9015492636905)	(40, 37.88070905522543)	(42, 37.90175489055084)	(44, 37.80787770037037)	(46, 37.811434184406934)	(48, 37.758532858527886)	(50, 37.7149845361489)	(52, 37.63983771908167)	(54, 37.61382845176409)	(56, 37.57907642450279)	(58, 37.563691173918)	(60, 37.56527165949347)	(62, 37.483271031416166)	(64, 37.4637233993269)	(66, 37.48289454475101)	(68, 37.40787663505078)	(70, 37.36557710888748)	(72, 37.26016947574408)	(74, 37.1539448418831)	(76, 37.24722532115334)	(78, 37.12612048069367)	(80, 37.050248455825525)	(82, 36.926377760809686)	(84, 36.95598970734578)	(86, 36.95661494651571)	(88, 36.8159612996277)	(90, 36.715658478100025)	(92, 36.61730025717905)	(94, 36.58080365544754)	(96, 36.58196598250403)	(98, 36.4562076503606)	(100, 36.0701242229094)
PM2539_S23_R2	(1, 36.49653331467387)	(2, 36.865510324977535)	(3, 37.712120426702405)	(4, 37.78056346545062)	(5, 37.796159360122424)	(6, 37.8190781124972)	(7, 37.80414097871409)	(8, 37.89755040364922)	(9, 37.86367508454625)	(10, 37.856581158154384)	(12, 37.906184393474696)	(14, 37.89132662922809)	(16, 37.81698218041147)	(18, 37.796682779350775)	(20, 37.74506197918244)	(22, 37.71699313365808)	(24, 37.6967218909294)	(26, 36.56338194660022)	(28, 36.66065006532013)	(30, 36.673751520166235)	(32, 36.678850402111316)	(34, 36.70978666790367)	(36, 36.73435219734577)	(38, 36.76761135547781)	(40, 36.76281510025527)	(42, 36.71672986123599)	(44, 36.77544620735574)	(46, 36.764192668406885)	(48, 36.769740456390736)	(50, 36.78552542200066)	(52, 36.744101772574034)	(54, 36.67836715216594)	(56, 36.71785791961844)	(58, 36.69289593356331)	(60, 36.69464804686929)	(62, 36.612891999598816)	(64, 36.599499534759445)	(66, 36.51488583994582)	(68, 36.44524330640511)	(70, 36.41266849412921)	(72, 36.31611811574024)	(74, 36.240039156041775)	(76, 36.12899037771399)	(78, 35.95154566649777)	(80, 35.8251212089213)	(82, 35.6737505160111)	(84, 35.51766332178164)	(86, 35.31057919244747)	(88, 35.145897047315856)	(90, 34.91324048050999)	(92, 34.64543243604577)	(94, 34.422320353265604)	(96, 34.16995667199822)	(98, 34.00789034461458)	(100, 33.63543667762194)
PM2577_S13_R1	(1, 36.808370487407196)	(2, 37.87476953594406)	(3, 38.21010511689175)	(4, 38.21553645488584)	(5, 38.16442697578851)	(6, 38.36007685682459)	(7, 38.3134065922074)	(8, 38.67979806001215)	(9, 38.64720461512844)	(10, 38.667841028472424)	(12, 38.78676456372443)	(14, 38.815803918715524)	(16, 38.97581486443781)	(18, 38.94651423666317)	(20, 39.02057678783767)	(22, 38.98261297977148)	(24, 39.00460294332339)	(26, 38.357034045307245)	(28, 38.39766474055139)	(30, 38.362146277519265)	(32, 38.353001956620744)	(34, 38.38597662457566)	(36, 38.40161354993168)	(38, 38.35905520395001)	(40, 38.377023252669474)	(42, 38.38256347211802)	(44, 38.339102172437066)	(46, 38.334049697141594)	(48, 38.29826209478023)	(50, 38.28626682566478)	(52, 38.2688513875388)	(54, 38.24000226663689)	(56, 38.25106617534804)	(58, 38.227330920240036)	(60, 38.230468989932575)	(62, 38.19768739126995)	(64, 38.17386093611462)	(66, 38.17735923463656)	(68, 38.12297452350842)	(70, 38.09882656488979)	(72, 38.053626297238694)	(74, 37.990433778360504)	(76, 38.04163279685663)	(78, 37.962915503571864)	(80, 37.94868507528119)	(82, 37.81092124022376)	(84, 37.843162041220396)	(86, 37.862115159736085)	(88, 37.81214537480835)	(90, 37.76874237176762)	(92, 37.75813097897105)	(94, 37.73419168385733)	(96, 37.710203102032395)	(98, 37.6401476371061)	(100, 37.3356925306901)
PM2577_S13_R2	(1, 37.604505690911836)	(2, 38.25744564153652)	(3, 38.474880007608114)	(4, 38.54963652521814)	(5, 38.60352092455897)	(6, 38.592675050869055)	(7, 38.54129872448593)	(8, 38.62654515525575)	(9, 38.701336203263054)	(10, 38.73474406716609)	(12, 38.751481303321384)	(14, 38.75606860652188)	(16, 38.69260166737302)	(18, 38.71097986561688)	(20, 38.709647687617185)	(22, 38.711229634833956)	(24, 38.724509389387244)	(26, 37.9607472704957)	(28, 38.12080798293147)	(30, 38.08824520765903)	(32, 38.07730662586026)	(34, 38.09100934330896)	(36, 38.085709979594554)	(38, 38.09867609651454)	(40, 38.090652700724846)	(42, 38.08290699441112)	(44, 38.085886691781916)	(46, 38.07198128836082)	(48, 38.03531816831515)	(50, 38.07201958299616)	(52, 38.04556667261961)	(54, 37.97583905111884)	(56, 38.01816787319003)	(58, 37.99982555823887)	(60, 38.00231892590201)	(62, 37.94219209090514)	(64, 37.967545525583844)	(66, 37.91408615529079)	(68, 37.89296632064509)	(70, 37.92474280809124)	(72, 37.882603515052196)	(74, 37.85395503190074)	(76, 37.824179190229806)	(78, 37.78751559163912)	(80, 37.75677943735557)	(82, 37.72663651657348)	(84, 37.69603912562968)	(86, 37.67827743071006)	(88, 37.62783547353614)	(90, 37.56090469774776)	(92, 37.51140346947287)	(94, 37.458802846357145)	(96, 37.31996887124005)	(98, 37.303135907263155)	(100, 36.943761517829735)
PM2601_S14_R1	(1, 36.714665866184944)	(2, 37.89237186069723)	(3, 38.195073879045474)	(4, 38.20367019906448)	(5, 38.199266526889176)	(6, 38.377638712176754)	(7, 38.33533557538602)	(8, 38.70042779238725)	(9, 38.674076416616444)	(10, 38.68976752175362)	(12, 38.77992580624537)	(14, 38.77217653888603)	(16, 38.960397721983995)	(18, 38.914727219806096)	(20, 38.98514419386878)	(22, 38.95363964182083)	(24, 38.95800011198683)	(26, 38.29694017877556)	(28, 38.318551809090344)	(30, 38.28344788671337)	(32, 38.26385032730428)	(34, 38.25903965384971)	(36, 38.28825507610335)	(38, 38.245164179945135)	(40, 38.25397965348466)	(42, 38.232258004209214)	(44, 38.18645286135249)	(46, 38.16193917496271)	(48, 38.12705486051232)	(50, 38.132521815715904)	(52, 38.069008520552735)	(54, 38.0173431329332)	(56, 38.03501837197366)	(58, 38.03472114484748)	(60, 38.031172134853136)	(62, 37.99391906447774)	(64, 37.95421164150783)	(66, 37.91863731202007)	(68, 37.86736984663412)	(70, 37.86114434844702)	(72, 37.798802922416556)	(74, 37.722299029070975)	(76, 37.79332266155073)	(78, 37.65555782067946)	(80, 37.60655011578195)	(82, 37.48750838604455)	(84, 37.52346436477219)	(86, 37.579235473336894)	(88, 37.499611881208516)	(90, 37.440733833629416)	(92, 37.40455032719764)	(94, 37.3854223756213)	(96, 37.367330409486456)	(98, 37.28241176632896)	(100, 36.89926643149609)
PM2601_S14_R2	(1, 37.37688526011061)	(2, 38.15135015190187)	(3, 38.40544059258989)	(4, 38.436216260189525)	(5, 38.47660298743135)	(6, 38.47877536042545)	(7, 38.4801679766313)	(8, 38.57065865715702)	(9, 38.6067687689945)	(10, 38.61292908224358)	(12, 38.63840631103976)	(14, 38.65064416564647)	(16, 38.58133014000925)	(18, 38.567677109400705)	(20, 38.572828255296216)	(22, 38.58386249966781)	(24, 38.58707235255944)	(26, 37.783816671698254)	(28, 37.911511185530365)	(30, 37.871712321452186)	(32, 37.84078642817112)	(34, 37.86650624245347)	(36, 37.871203113556746)	(38, 37.8913753914037)	(40, 37.86922624162187)	(42, 37.879578297486404)	(44, 37.874696793518396)	(46, 37.85070186860446)	(48, 37.829117640675676)	(50, 37.85118846363051)	(52, 37.82821281232422)	(54, 37.745404271243565)	(56, 37.80413826665248)	(58, 37.77531731357857)	(60, 37.78787276699188)	(62, 37.73849447721555)	(64, 37.750723616044446)	(66, 37.68615403095059)	(68, 37.66231728494124)	(70, 37.70182683069798)	(72, 37.67296913632461)	(74, 37.63930744044663)	(76, 37.62041373441265)	(78, 37.562462980356315)	(80, 37.56106584851649)	(82, 37.52441284233112)	(84, 37.52614620265686)	(86, 37.48931549518896)	(88, 37.4557522193093)	(90, 37.41093927086935)	(92, 37.37176421184233)	(94, 37.33070655949339)	(96, 37.205980753526916)	(98, 37.18702917802571)	(100, 36.90251190214572)
PM2616_S22_R1	(1, 36.57387361677993)	(2, 37.82310918537716)	(3, 38.088339279155896)	(4, 38.20522505825604)	(5, 38.1483059287925)	(6, 38.36063926359575)	(7, 38.30636548445277)	(8, 38.668908671199475)	(9, 38.62579812929702)	(10, 38.65624090881315)	(12, 38.74862196138859)	(14, 38.76110757980558)	(16, 38.93141193914451)	(18, 38.870337768499084)	(20, 38.969431773392245)	(22, 38.896140097564825)	(24, 38.932756369106755)	(26, 38.21016919398249)	(28, 38.18654469698354)	(30, 38.15605261218265)	(32, 38.132598625793676)	(34, 38.189172702259285)	(36, 38.1591489383528)	(38, 38.05786928274057)	(40, 37.99924093189565)	(42, 38.009740043906575)	(44, 37.841707449955685)	(46, 37.975981461942936)	(48, 37.92806959873249)	(50, 37.914157904511086)	(52, 37.85532157128453)	(54, 37.8402832426771)	(56, 37.811833063364936)	(58, 37.79748121640497)	(60, 37.79406186952377)	(62, 37.73224257367164)	(64, 37.66203787213705)	(66, 37.658252837054604)	(68, 37.651611430854665)	(70, 37.67386675533109)	(72, 37.58611765300638)	(74, 37.52728571655375)	(76, 37.58429192973506)	(78, 37.455235877381824)	(80, 37.440441593895926)	(82, 37.251814001730736)	(84, 37.41830607424752)	(86, 37.42572878345207)	(88, 37.302985854698946)	(90, 37.242893304274546)	(92, 37.16594115138267)	(94, 37.16258406972361)	(96, 37.176889263738374)	(98, 37.13545435446231)	(100, 36.83621255713683)
PM2616_S22_R2	(1, 36.3089807644293)	(2, 36.439173258728644)	(3, 37.413664157514845)	(4, 37.528936469468626)	(5, 37.465737089858465)	(6, 37.45421090860526)	(7, 37.48493414867643)	(8, 37.539708540250686)	(9, 37.50251446452844)	(10, 37.451357711730815)	(12, 37.44366927913279)	(14, 37.413903712322565)	(16, 37.3014204667749)	(18, 37.2711355565649)	(20, 37.19139324597394)	(22, 37.136422305223654)	(24, 37.13800838987797)	(26, 35.88739718703691)	(28, 35.99854633405339)	(30, 36.031340018105205)	(32, 36.02498219823035)	(34, 36.04010942917374)	(36, 36.0514840988852)	(38, 36.16142816293846)	(40, 36.16253164483567)	(42, 36.13847908919554)	(44, 36.22056069642697)	(46, 36.190016055116004)	(48, 36.171430199818715)	(50, 36.20290457710567)	(52, 36.18340844709455)	(54, 36.177926528892534)	(56, 36.24752556463484)	(58, 36.2355231741123)	(60, 36.26678745119338)	(62, 36.23590747042695)	(64, 36.23100167007938)	(66, 36.17172863831891)	(68, 36.16361481342838)	(70, 36.1867296381356)	(72, 36.10424250963355)	(74, 36.06180554644288)	(76, 35.99784367369139)	(78, 35.87258283925583)	(80, 35.823271199075876)	(82, 35.71634890061694)	(84, 35.6281992268549)	(86, 35.46694648825532)	(88, 35.3927215394527)	(90, 35.251189072901425)	(92, 35.11286337226481)	(94, 34.9863127150297)	(96, 34.78967600652443)	(98, 34.66634993994672)	(100, 34.428105526373244)
PM2622_S32_R1	(1, 36.934265623435124)	(2, 37.91336588785674)	(3, 38.32497911781681)	(4, 38.31811360320651)	(5, 38.17803529889141)	(6, 38.3687917966318)	(7, 38.31007440148927)	(8, 38.69601121907552)	(9, 38.67319961508638)	(10, 38.70632851468567)	(12, 38.825618644356545)	(14, 38.82838647577925)	(16, 38.995423213966745)	(18, 38.97446181270772)	(20, 39.04872538664304)	(22, 38.99599591235781)	(24, 39.03783505708141)	(26, 38.36486865648834)	(28, 38.41482136828118)	(30, 38.400255490542875)	(32, 38.38649131827751)	(34, 38.388963701654774)	(36, 38.39950407287439)	(38, 38.347561602184)	(40, 38.38584513335164)	(42, 38.3804879898607)	(44, 38.36201145071272)	(46, 38.349674790807185)	(48, 38.300218962413574)	(50, 38.2787957474788)	(52, 38.28222405949491)	(54, 38.262301579906975)	(56, 38.294421216003386)	(58, 38.28619232426454)	(60, 38.25605262316952)	(62, 38.245205477410636)	(64, 38.23162846372908)	(66, 38.25314659349707)	(68, 38.19520165112445)	(70, 38.15135647073589)	(72, 38.13258060223093)	(74, 38.0608194524126)	(76, 38.175883704556306)	(78, 38.06434250196969)	(80, 38.04729836587447)	(82, 37.95889027002444)	(84, 37.994263550268506)	(86, 38.00856987669118)	(88, 37.96468676005371)	(90, 37.93269526660277)	(92, 37.91755237301879)	(94, 37.928890823507885)	(96, 37.894962472952436)	(98, 37.85160876124529)	(100, 37.59734601342388)
PM2622_S32_R2	(1, 37.72261284896993)	(2, 38.30059213508321)	(3, 38.556238223119806)	(4, 38.622018752148875)	(5, 38.656897108914656)	(6, 38.66968418085571)	(7, 38.640019503804226)	(8, 38.757088223481176)	(9, 38.82177312191994)	(10, 38.85850828937492)	(12, 38.897456503625605)	(14, 38.887397305604686)	(16, 38.84876570551837)	(18, 38.868093598642886)	(20, 38.86659963201928)	(22, 38.88475164398794)	(24, 38.894603310794)	(26, 38.215485416544055)	(28, 38.33380335023526)	(30, 38.33828163637847)	(32, 38.30475334243992)	(34, 38.325468881158955)	(36, 38.330737325130414)	(38, 38.36667996280711)	(40, 38.358080869366816)	(42, 38.326091171426974)	(44, 38.344943888280966)	(46, 38.33122749483671)	(48, 38.28972795729365)	(50, 38.329819095347275)	(52, 38.300848457504074)	(54, 38.247079386075)	(56, 38.304209434710245)	(58, 38.28965784981698)	(60, 38.31189688938563)	(62, 38.26736989219046)	(64, 38.261102152377994)	(66, 38.19739604679674)	(68, 38.19250240252484)	(70, 38.23971632928426)	(72, 38.20526029030197)	(74, 38.1299791843248)	(76, 38.08914302745785)	(78, 38.0373387649916)	(80, 38.05381996073596)	(82, 37.9933376121223)	(84, 38.008093747328545)	(86, 37.96995737351726)	(88, 37.97255356390309)	(90, 37.907572991281526)	(92, 37.86128846326807)	(94, 37.78206536482192)	(96, 37.64670056531233)	(98, 37.64058119218962)	(100, 37.2741182885251)
PM3050_S3_R1	(1, 32.99985954146732)	(2, 33.28804759095898)	(3, 33.442243515793045)	(4, 33.51700804640544)	(5, 33.529972755554795)	(6, 36.935714126939075)	(7, 36.93581866545709)	(8, 36.678204991496784)	(9, 36.63239263700908)	(10, 36.62397768899968)	(12, 36.45384833828858)	(14, 36.493338850733494)	(16, 36.45430386206199)	(18, 36.421479975477745)	(20, 36.38985771808362)	(22, 36.37268239394173)	(24, 36.33129520807675)	(26, 36.14698059256105)	(28, 35.99843925120139)	(30, 35.99773132086753)	(32, 35.91727596461347)	(34, 35.910719192788676)	(36, 35.82738459727392)	(38, 35.76071737541548)	(40, 35.7494887119378)	(42, 35.63958285093514)	(44, 35.492948837176414)	(46, 35.520304198937254)	(48, 35.54226004882652)	(50, 35.43448801805368)	(52, 35.280792894443266)	(54, 35.301920814063095)	(56, 35.22142076527021)	(58, 35.13943452189861)	(60, 35.037029889935575)	(62, 34.90379865613214)	(64, 34.75973880832598)	(66, 34.770496446472364)	(68, 34.62473716411144)	(70, 34.60178784501986)	(72, 34.4991736011104)	(74, 34.60037870187544)	(76, 32.743962307353925)												
PM3050_S3_R2	(1, 32.98131144456769)	(2, 32.85634780754217)	(3, 32.8169496723547)	(4, 32.857367420514485)	(5, 32.915676879655706)	(6, 36.001596266122526)	(7, 35.8597436180765)	(8, 35.7708017959363)	(9, 35.922080951149105)	(10, 35.755454929401864)	(12, 35.65357400924385)	(14, 35.6978758707382)	(16, 35.7022902472489)	(18, 35.689096970831336)	(20, 35.5321143454874)	(22, 35.42975768648044)	(24, 35.41712994894848)	(26, 35.42902116510353)	(28, 35.248715013825176)	(30, 35.395364111362994)	(32, 35.319899784769845)	(34, 35.39221998254577)	(36, 35.11043751583926)	(38, 35.22527634444844)	(40, 35.02826372414002)	(42, 34.94060857615049)	(44, 34.73355161217948)	(46, 34.86803651585045)	(48, 34.58827780974906)	(50, 34.63652586350939)	(52, 34.53926451369705)	(54, 34.445066306584835)	(56, 34.39109594139569)	(58, 34.30967992125851)	(60, 34.077661060034956)	(62, 34.0242470579974)	(64, 33.76599466238791)	(66, 33.7422067940804)	(68, 33.70236576340693)	(70, 33.62303776409429)	(72, 33.20180288076351)	(74, 33.19840998561742)	(76, 30.596871357378156)												
PM3051_S4_R1	(1, 33.025160229966914)	(2, 33.269667902767765)	(3, 33.438145153586284)	(4, 33.511556966312625)	(5, 33.52820199397292)	(6, 36.89164936993582)	(7, 36.89522176001112)	(8, 36.63433372124328)	(9, 36.57604627128801)	(10, 36.5788050274866)	(12, 36.41029043309857)	(14, 36.4572197929603)	(16, 36.408120706575076)	(18, 36.36716968310073)	(20, 36.323445682475445)	(22, 36.31020847264801)	(24, 36.289107618956635)	(26, 36.09896393305948)	(28, 35.94196548759412)	(30, 35.93252527204356)	(32, 35.85842238616725)	(34, 35.83489496035502)	(36, 35.754260798983964)	(38, 35.67760215063071)	(40, 35.6733555884414)	(42, 35.54248676593171)	(44, 35.39737210213792)	(46, 35.40507960513513)	(48, 35.43138832370974)	(50, 35.3061541377527)	(52, 35.153737114880784)	(54, 35.14153182806996)	(56, 35.07918032691455)	(58, 35.01033510496641)	(60, 34.90299837794302)	(62, 34.77387849883913)	(64, 34.640724870295955)	(66, 34.63847355460355)	(68, 34.471221565447664)	(70, 34.45280116185468)	(72, 34.3568423255954)	(74, 34.465551297447135)	(76, 32.68194367752623)												
PM3051_S4_R2	(1, 32.83560383683466)	(2, 32.74843982040348)	(3, 32.72452712619521)	(4, 32.74301154176835)	(5, 32.77573970663587)	(6, 35.705436746072415)	(7, 35.590654337499025)	(8, 35.530451944036756)	(9, 35.69034950975709)	(10, 35.53008241638949)	(12, 35.41917331758535)	(14, 35.4417476139196)	(16, 35.44810622508619)	(18, 35.41947011211755)	(20, 35.264860243862195)	(22, 35.13871735694373)	(24, 35.11589316265295)	(26, 35.11819684837642)	(28, 34.901468666139806)	(30, 35.064272625426625)	(32, 34.981669300980485)	(34, 35.0321263254796)	(36, 34.73251660353947)	(38, 34.8083196750038)	(40, 34.613774440210264)	(42, 34.53862943172284)	(44, 34.29048560991687)	(46, 34.42290869551756)	(48, 34.11031752183651)	(50, 34.1660611761081)	(52, 34.03047112957684)	(54, 33.89482969365129)	(56, 33.85432371533085)	(58, 33.72911028716565)	(60, 33.50414289552123)	(62, 33.425820691518055)	(64, 33.169134385602355)	(66, 33.13752813873828)	(68, 33.06740693540243)	(70, 32.97038484011432)	(72, 32.51781545493515)	(74, 32.49402338155555)	(76, 29.957706976807266)												
PM3153_S5_R1	(1, 33.01051164163189)	(2, 33.26871851298747)	(3, 33.430128935986346)	(4, 33.49986826538495)	(5, 33.526777841574194)	(6, 36.88885404155944)	(7, 36.890638020990885)	(8, 36.63691910401726)	(9, 36.57436506842979)	(10, 36.57676468762893)	(12, 36.404480791922154)	(14, 36.45418367669554)	(16, 36.4095791166872)	(18, 36.36363066844291)	(20, 36.32047958035402)	(22, 36.30101213168466)	(24, 36.26892353108098)	(26, 36.083211877270955)	(28, 35.91849589124615)	(30, 35.919345335560266)	(32, 35.83107065307972)	(34, 35.81728233245602)	(36, 35.736620524025035)	(38, 35.65812934836546)	(40, 35.64830279731088)	(42, 35.52114923673086)	(44, 35.373262600620315)	(46, 35.397942155840205)	(48, 35.421258270067106)	(50, 35.305385209366236)	(52, 35.150947510456575)	(54, 35.15971388815043)	(56, 35.083419122029184)	(58, 35.008401120552776)	(60, 34.899838858578875)	(62, 34.75717293023951)	(64, 34.62035810270599)	(66, 34.61803348273271)	(68, 34.45399284406453)	(70, 34.43518551388397)	(72, 34.342884239108905)	(74, 34.43621543482226)	(76, 32.56847275491136)												
PM3153_S5_R2	(1, 32.84286870762293)	(2, 32.70227918448662)	(3, 32.70597712150303)	(4, 32.71523016086456)	(5, 32.75454094097157)	(6, 35.6924638822718)	(7, 35.57214373007636)	(8, 35.45637008098068)	(9, 35.648015647339996)	(10, 35.48819199217476)	(12, 35.37039138646877)	(14, 35.40908018403033)	(16, 35.41870305612597)	(18, 35.41121155252074)	(20, 35.24036131975055)	(22, 35.12642385602636)	(24, 35.09974047305022)	(26, 35.09894313709495)	(28, 34.87671191571795)	(30, 35.05759398337763)	(32, 34.96950851083678)	(34, 35.04498834685353)	(36, 34.72449731527125)	(38, 34.84195263302772)	(40, 34.61603751735035)	(42, 34.539163182570654)	(44, 34.289020166260045)	(46, 34.42569187400335)	(48, 34.128022554066504)	(50, 34.180479335112)	(52, 34.04249941907105)	(54, 33.93600317087748)	(56, 33.87306721454416)	(58, 33.778025870420265)	(60, 33.52283069988539)	(62, 33.463009313571135)	(64, 33.19035936362141)	(66, 33.17659120799816)	(68, 33.10241462984433)	(70, 33.025348270066225)	(72, 32.57354099633197)	(74, 32.56855049480366)	(76, 29.98051356401705)												
PM3183_S6_R1	(1, 33.053919731697306)	(2, 33.290068221553646)	(3, 33.422981255927425)	(4, 33.47697531498004)	(5, 33.50641847682761)	(6, 36.85675355740966)	(7, 36.85713782030742)	(8, 36.5757513673732)	(9, 36.52560660770189)	(10, 36.523532231271474)	(12, 36.32029718077771)	(14, 36.366869581934836)	(16, 36.32610948467082)	(18, 36.26272075760539)	(20, 36.21475900665301)	(22, 36.218324218306115)	(24, 36.19857577352264)	(26, 35.99741367008708)	(28, 35.848567304492256)	(30, 35.85254000634165)	(32, 35.76466529939273)	(34, 35.7477477262857)	(36, 35.65694331098115)	(38, 35.57514180790371)	(40, 35.58183654880315)	(42, 35.42423280058635)	(44, 35.26865934991086)	(46, 35.2789050181442)	(48, 35.329143577789694)	(50, 35.18136531177346)	(52, 35.03370920494591)	(54, 35.03469226386207)	(56, 34.96406112201126)	(58, 34.92759677086559)	(60, 34.801088174882935)	(62, 34.66676751130683)	(64, 34.516083032316764)	(66, 34.4719752407815)	(68, 34.30125924922932)	(70, 34.31149907764462)	(72, 34.21661058555712)	(74, 34.3465567747068)	(76, 32.623712345677745)												
PM3183_S6_R2	(1, 32.93813700866223)	(2, 32.73545869864712)	(3, 32.692654241769254)	(4, 32.74167337081941)	(5, 32.76922618790956)	(6, 35.73597446378888)	(7, 35.54423490112437)	(8, 35.49254522831482)	(9, 35.658164681308364)	(10, 35.496354624388374)	(12, 35.383312365237)	(14, 35.413233294748224)	(16, 35.41156319242661)	(18, 35.397456479784985)	(20, 35.247922705267975)	(22, 35.13290207585345)	(24, 35.104290332178955)	(26, 35.10534866319154)	(28, 34.878142921498636)	(30, 35.068863580000894)	(32, 34.98994174593528)	(34, 35.04329699472109)	(36, 34.74229676605296)	(38, 34.82260189859078)	(40, 34.634313139126675)	(42, 34.5735568113258)	(44, 34.30731332539458)	(46, 34.44374025313792)	(48, 34.12481041255058)	(50, 34.178806359350574)	(52, 34.043358317594645)	(54, 33.922580756658775)	(56, 33.88392800024894)	(58, 33.766021562451364)	(60, 33.54221099090084)	(62, 33.45895166080757)	(64, 33.205699045336246)	(66, 33.18915329058977)	(68, 33.11183830609288)	(70, 33.020130144372565)	(72, 32.565666579823585)	(74, 32.534146155169864)	(76, 30.07736728553733)												
Undetermined_S0_R1	(1, 33.1030308186056)	(2, 33.16153158271582)	(3, 33.26680763968431)	(4, 33.354512706307226)	(5, 33.34652018435868)	(6, 36.663855308211375)	(7, 36.58546337284021)	(8, 36.27452267164123)	(9, 36.184845299329666)	(10, 36.16205212963441)	(12, 36.06695939835309)	(14, 36.028064719983234)	(16, 35.94689408693134)	(18, 35.91489766797006)	(20, 35.91227695729186)	(22, 35.883410655818224)	(24, 35.82993028317145)	(26, 35.54414723983541)	(28, 35.35474183809775)	(30, 35.22466992362949)	(32, 35.18185215454775)	(34, 35.08690171284242)	(36, 34.9447780493744)	(38, 34.921255333273024)	(40, 34.922677021111625)	(42, 34.84644944870533)	(44, 34.83022836472983)	(46, 34.76665197349642)	(48, 34.72915034212957)	(50, 34.51144464263816)	(52, 34.28675935771067)	(54, 34.075301181590646)	(56, 34.13629126058903)	(58, 34.03310649376697)	(60, 33.99935792338127)	(62, 33.86714328970085)	(64, 33.74148495562977)	(66, 33.78983489752888)	(68, 33.625353401562904)	(70, 33.50675973767441)	(72, 33.41737747324254)	(74, 33.53007255130541)	(76, 31.79328460602632)												
