tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
3108216,2,3108216,Jeongeuplla,"",bacteria,false,,,,0.01973803249042,2,,,96.226,53.0,10^-20.9785,,,,,,,,,,,,,,,,,[2998449],0
2998449,1,3108216,Jeongeuplla avenae,"",bacteria,false,,,,0.01973803249042,2,,,96.226,53.0,10^-20.9785,,,,,,,,,,,,,,,,,,0
3076670,2,3076670,Claveliimonas,"",bacteria,false,,,,0.01973803249042,2,,,100.0,100.0,10^-55.6982,,,,,,,,,,,,,,,,,[3028070],0
3028070,1,3076670,Claveliimonas bilis,"",bacteria,false,,,,0.01973803249042,2,,,100.0,100.0,10^-55.6982,,,,,,,,,,,,,,,,,,0
3074372,2,3074372,Selenobaculum,"",bacteria,false,,,,0.00986901624521,1,,,91.0,100.0,10^-43.3469,,,,,,,,,,,,,,,,,[3054208],0
3054208,1,3074372,Selenobaculum gbiensis,"",bacteria,false,,,,0.00986901624521,1,,,91.0,100.0,10^-43.3469,,,,,,,,,,,,,,,,,,0
3051137,2,3051137,Paracidovorax,"",bacteria,false,,,,0.00986901624521,1,,,100.0,101.0,10^-56.3801,,,,,,,,,,,,,,,,,[80867],0
80867,1,3051137,Paracidovorax avenae,"",bacteria,false,,,,0.00986901624521,1,,,100.0,101.0,10^-56.3801,,,,,,,,,,,,,,,,,,0
3050898,2,3050898,Sulfuricystis,"",bacteria,false,,,,0.00986901624521,1,,,100.0,89.0,10^-46.8284,,,,,,,,,,,,,,,,,[2211108],0
2211108,1,3050898,Sulfuricystis multivorans,"",bacteria,false,,,,0.00986901624521,1,,,100.0,89.0,10^-46.8284,,,,,,,,,,,,,,,,,,0
3046369,2,3046369,Aristaeella,"",bacteria,false,,,,0.00986901624521,1,,,94.118,51.0,10^-18.2504,,,,,,,,,,,,,,,,,[3046382],0
3046382,1,3046369,Aristaeella hokkaidonensis,"",bacteria,false,,,,0.00986901624521,1,,,94.118,51.0,10^-18.2504,,,,,,,,,,,,,,,,,,0
3041336,2,3041336,Stipitochalara,"",eukaryota,false,,,,,,,,,,,,,,,,0.00986901624521,1,,,95.8,24.0,10^-7.6925,,,,,[112123],0
112123,1,3041336,Stipitochalara longipes,"",eukaryota,false,,,,,,,,,,,,,,,,0.00986901624521,1,,,95.8,24.0,10^-7.6925,,,,,,0
3026546,2,3026546,Duffyella,"",bacteria,false,,,,0.01973803249042,2,,,98.99,99.0,10^-53.644,,,,,,,,,,,,,,,,,[1619313],0
1619313,1,3026546,Duffyella gerundensis,"",bacteria,false,,,,0.01973803249042,2,,,98.99,99.0,10^-53.644,,,,,,,,,,,,,,,,,,0
3025755,2,3025755,Thomasclavelia,"",bacteria,false,,,,,,,,,,,,,,,,0.01973803249042,2,,,79.2,24.0,10^-3.20551,,,,,[29348],0
