Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
PM2494_R2_paired	(1, 39.18517010882923)	(2, 39.519644929085906)	(3, 39.65440593526038)	(4, 39.64836014302795)	(5, 39.66218073554637)	(6, 39.63418459049057)	(7, 39.62209941117553)	(8, 39.69197433771946)	(9, 39.73896806153303)	(10, 39.74632356350415)	(12, 39.74796897001271)	(14, 39.758129401807764)	(16, 39.71598561919587)	(18, 39.732603302399646)	(20, 39.73591600764526)	(22, 39.728177439475395)	(24, 39.72340048830185)	(26, 39.55083585771122)	(28, 39.704609499525496)	(30, 39.67124679491561)	(32, 39.65723629448508)	(34, 39.697703983228834)	(36, 39.66478218236456)	(38, 39.684927764727945)	(40, 39.68400006959625)	(42, 39.67165060615183)	(44, 39.69347419436838)	(46, 39.66498126780476)	(48, 39.6518740368973)	(50, 39.68274914816634)	(52, 39.67471707647066)	(54, 39.612989007794724)	(56, 39.659370971604545)	(58, 39.65187036488051)	(60, 39.676872652485514)	(62, 39.63556033097126)	(64, 39.65956709224588)	(66, 39.616467929607296)	(68, 39.634504800173616)	(70, 39.678921524831004)	(72, 39.65377803279728)	(74, 39.66410557840409)	(76, 39.65041941773188)	(78, 39.63529506287044)	(80, 39.639457000735874)	(82, 39.62789554593103)	(84, 39.65303001766509)	(86, 39.648926478449624)	(88, 39.66086775928876)	(90, 39.64010049316846)	(92, 39.63556559804436)	(94, 39.65638348235676)	(96, 39.59773210813849)	(98, 39.64546560581766)	(100, 39.86988223347015)
PM2494_R2_unpaired	(1, 37.381875910923746)	(2, 37.80752285438894)	(3, 38.27968124478182)	(4, 38.27342887540731)	(5, 38.26558784389977)	(6, 38.24448720899078)	(7, 38.31841947573038)	(8, 38.503104505952756)	(9, 38.60126803920849)	(10, 38.63997347412281)	(12, 38.68091626561008)	(14, 38.69222978569181)	(16, 38.66387010991674)	(18, 38.73849331683526)	(20, 38.75647721676177)	(22, 38.742447184488256)	(24, 38.78158230303758)	(26, 38.416451268984176)	(28, 38.60421523536991)	(30, 38.570199077486464)	(32, 38.560959489671475)	(34, 38.60902569096797)	(36, 38.574502584216326)	(38, 38.58139030727105)	(40, 38.571146271424425)	(42, 38.5633347007612)	(44, 38.609754985831)	(46, 38.58052649308115)	(48, 38.52803060370273)	(50, 38.601438748855486)	(52, 38.59110852305305)	(54, 38.559171299382)	(56, 38.57788062052128)	(58, 38.605484628629156)	(60, 38.661749764029466)	(62, 38.61901608252185)	(64, 38.65517535189261)	(66, 38.60776215486986)	(68, 38.650798406019646)	(70, 38.728735736566975)	(72, 38.66849413585689)	(74, 38.70407464095)	(76, 38.710973787492165)	(78, 38.69315069228999)	(80, 38.69038275807131)	(82, 38.682396744065485)	(84, 38.73634050782232)	(86, 38.728590287679395)	(88, 38.775134505304926)	(90, 38.77899797248031)	(92, 38.76989205447653)	(94, 38.800197596444875)	(96, 38.77252993684128)	(98, 38.90533934434784)	(100, 39.63306628084791)
PM2497_R1_paired	(1, 38.22666104732075)	(2, 38.83860981829097)	(3, 39.10440407139804)	(4, 39.124754209203395)	(5, 39.1190222944517)	(6, 39.24271705481591)	(7, 39.20736902426527)	(8, 39.46857601125486)	(9, 39.44275998823576)	(10, 39.4461120998869)	(12, 39.53794677590028)	(14, 39.54475981844257)	(16, 39.680269031238915)	(18, 39.65288457398586)	(20, 39.71510149690886)	(22, 39.690791418167265)	(24, 39.703621718974084)	(26, 39.609367368781704)	(28, 39.64238698899073)	(30, 39.63523384463317)	(32, 39.612123142508025)	(34, 39.65026957700273)	(36, 39.64348821908172)	(38, 39.62492409334987)	(40, 39.633446559110766)	(42, 39.622430680415874)	(44, 39.59905109865288)	(46, 39.60265147219788)	(48, 39.58019647497218)	(50, 39.579628299076084)	(52, 39.55893591375546)	(54, 39.54078250626403)	(56, 39.584003171220914)	(58, 39.57771773098801)	(60, 39.59517050762639)	(62, 39.56923787340064)	(64, 39.56472432527997)	(66, 39.55816823649944)	(68, 39.54739761599231)	(70, 39.54668594191504)	(72, 39.53835129825717)	(74, 39.49195177720823)	(76, 39.5538757538511)	(78, 39.503913715830265)	(80, 39.49693949673072)	(82, 39.39664743945912)	(84, 39.47424257583801)	(86, 39.51645067895716)	(88, 39.49343513038794)	(90, 39.47157778763555)	(92, 39.504934287220905)	(94, 39.515594325918734)	(96, 39.49679584479691)	(98, 39.51780613088205)	(100, 39.832980138746294)
PM2497_R1_unpaired	(1, 37.26383482129133)	(2, 37.54974364462986)	(3, 38.12846802759506)	(4, 38.093814793350134)	(5, 38.06647192843228)	(6, 38.25754577449153)	(7, 38.255780378082896)	(8, 38.689113749369504)	(9, 38.61380914590338)	(10, 38.619454315457716)	(12, 38.77763747718534)	(14, 38.787543565611145)	(16, 38.973989294900335)	(18, 38.98317436605702)	(20, 39.06681692366725)	(22, 39.044343558324115)	(24, 39.0638858874177)	(26, 38.80582375867185)	(28, 38.87848795306243)	(30, 38.855837820358815)	(32, 38.8632703043359)	(34, 38.88115141875021)	(36, 38.83789749884147)	(38, 38.82676656347172)	(40, 38.825918023211464)	(42, 38.82354490004816)	(44, 38.78350609662372)	(46, 38.76611742590288)	(48, 38.72118065795031)	(50, 38.75555304862162)	(52, 38.742546642266035)	(54, 38.734464423712794)	(56, 38.815803914259206)	(58, 38.81855002740136)	(60, 38.869175794931984)	(62, 38.82827703459503)	(64, 38.83030892985158)	(66, 38.81222664181027)	(68, 38.81327191455548)	(70, 38.82206980577487)	(72, 38.81057378117549)	(74, 38.786710497836)	(76, 38.81248754473315)	(78, 38.73173574955873)	(80, 38.75795394889434)	(82, 38.65140544257169)	(84, 38.76916138583353)	(86, 38.80962464339186)	(88, 38.8045731453731)	(90, 38.790864563818346)	(92, 38.82964404996562)	(94, 38.84755501326086)	(96, 38.86293217098894)	(98, 38.94910937124254)	(100, 39.64581425675867)
PM2497_R2_paired	(1, 39.19640960180466)	(2, 39.443253176800184)	(3, 39.643535700533334)	(4, 39.675516732208855)	(5, 39.69344877248623)	(6, 39.684868577042145)	(7, 39.637806757162394)	(8, 39.68750752699257)	(9, 39.744055813445804)	(10, 39.747749179080266)	(12, 39.75975125298275)	(14, 39.77101396852156)	(16, 39.7310460473056)	(18, 39.739140907120095)	(20, 39.74067838441783)	(22, 39.74771937431211)	(24, 39.75023164641782)	(26, 39.58600834412228)	(28, 39.73339134600516)	(30, 39.70264064788229)	(32, 39.68986410481091)	(34, 39.715884182855135)	(36, 39.69734115999066)	(38, 39.7049398901802)	(40, 39.70084281092619)	(42, 39.691024580595666)	(44, 39.69145734097807)	(46, 39.665013083171374)	(48, 39.651051990067096)	(50, 39.67418741836262)	(52, 39.672674868543766)	(54, 39.617808401007366)	(56, 39.66067222754138)	(58, 39.653687020086394)	(60, 39.67039612004227)	(62, 39.64105485813733)	(64, 39.649090449352315)	(66, 39.61372818193827)	(68, 39.61100681171894)	(70, 39.650597152231654)	(72, 39.64446207192222)	(74, 39.63303457913322)	(76, 39.63752070628577)	(78, 39.62601861584436)	(80, 39.62903247052263)	(82, 39.61674134033855)	(84, 39.63856019988553)	(86, 39.62470504316024)	(88, 39.63697514205235)	(90, 39.633516188063496)	(92, 39.62041936069524)	(94, 39.63266208840813)	(96, 39.59096279410167)	(98, 39.629773139349254)	(100, 39.86977947261654)
PM2497_R2_unpaired	(1, 37.580032278970734)	(2, 37.390413612462055)	(3, 38.168107730616015)	(4, 38.2134052877909)	(5, 38.21595888111536)	(6, 38.25977857128751)	(7, 38.29336162680268)	(8, 38.46732122243586)	(9, 38.54180198521056)	(10, 38.55916045951754)	(12, 38.65270879449355)	(14, 38.671586786088085)	(16, 38.636315457821006)	(18, 38.68370630086227)	(20, 38.702374604815994)	(22, 38.70512424172246)	(24, 38.742985427786124)	(26, 38.38104481175687)	(28, 38.56997768478274)	(30, 38.53052804302905)	(32, 38.52491746242049)	(34, 38.5666363265885)	(36, 38.54306657403069)	(38, 38.54840068292105)	(40, 38.52261412985912)	(42, 38.53201955409061)	(44, 38.54633468517232)	(46, 38.501142330872014)	(48, 38.43060577825891)	(50, 38.492529776282026)	(52, 38.475487075773046)	(54, 38.45547799142808)	(56, 38.4732228025053)	(58, 38.48770867111817)	(60, 38.5358319160445)	(62, 38.485721554373086)	(64, 38.52619090386203)	(66, 38.50087836434136)	(68, 38.49761658496967)	(70, 38.5632159738535)	(72, 38.52531537632407)	(74, 38.52929532492875)	(76, 38.56198543094358)	(78, 38.544629144839654)	(80, 38.542423278856006)	(82, 38.54078897508094)	(84, 38.57247915298072)	(86, 38.575212934822744)	(88, 38.58366000442957)	(90, 38.60306459949058)	(92, 38.569687504651846)	(94, 38.603147394532634)	(96, 38.57218354831496)	(98, 38.69237122221146)	(100, 39.55278048525208)
PM2524_R1_paired	(1, 38.22247108649992)	(2, 38.834601948274305)	(3, 39.13890918130093)	(4, 39.162114444043155)	(5, 39.09052097121332)	(6, 39.24207839476643)	(7, 39.20092436941489)	(8, 39.45651568282694)	(9, 39.44242810518984)	(10, 39.437359482022345)	(12, 39.55443042360879)	(14, 39.56575919573422)	(16, 39.69059772552754)	(18, 39.66407481853024)	(20, 39.7297539760968)	(22, 39.692336785495776)	(24, 39.72114834480732)	(26, 39.632166484058)	(28, 39.6396921607046)	(30, 39.64290990700489)	(32, 39.61377788783346)	(34, 39.65472409963512)	(36, 39.653773686712825)	(38, 39.61630430465264)	(40, 39.634657512671794)	(42, 39.63040564436961)	(44, 39.58457229682877)	(46, 39.60470775562933)	(48, 39.54879230222977)	(50, 39.56138497326232)	(52, 39.5198939446268)	(54, 39.52544824763581)	(56, 39.525275087873425)	(58, 39.53802465296346)	(60, 39.56094533669091)	(62, 39.51965595806067)	(64, 39.51365959254785)	(66, 39.55834901275213)	(68, 39.50981925761863)	(70, 39.492602692240176)	(72, 39.48378322076305)	(74, 39.43419843140209)	(76, 39.52107635202307)	(78, 39.45953942766234)	(80, 39.487431507866)	(82, 39.39625698523213)	(84, 39.445218931262865)	(86, 39.485813740408716)	(88, 39.453090990340215)	(90, 39.45320568916854)	(92, 39.455964887862095)	(94, 39.479309833525406)	(96, 39.49381638708029)	(98, 39.47676802179246)	(100, 39.83850786992836)
PM2524_R1_unpaired	(1, 37.52817860487027)	(2, 37.90646897425301)	(3, 38.4143094681015)	(4, 38.37277360169711)	(5, 38.284497581927866)	(6, 38.49484696933455)	(7, 38.45873674831354)	(8, 38.86217859240543)	(9, 38.78920682119204)	(10, 38.78235674510277)	(12, 38.97755876904945)	(14, 38.991934816606694)	(16, 39.145697039406315)	(18, 39.13775886846732)	(20, 39.234380960424765)	(22, 39.208893149859435)	(24, 39.242023628614724)	(26, 39.04258570708005)	(28, 39.0497654567817)	(30, 39.05936059222619)	(32, 39.04322205881816)	(34, 39.06611503288032)	(36, 39.05680766338562)	(38, 39.022855149710296)	(40, 39.04949961176311)	(42, 39.04689467443872)	(44, 38.964738247963126)	(46, 39.00312695636252)	(48, 38.925292391911)	(50, 38.96474209346151)	(52, 38.93220684084521)	(54, 38.95922299654708)	(56, 38.97295895667095)	(58, 39.00040816936094)	(60, 39.03640955785014)	(62, 39.01850903783822)	(64, 39.00132006693757)	(66, 39.06721114457401)	(68, 39.02030752891079)	(70, 39.03138970807256)	(72, 39.01615251133973)	(74, 39.00085632411136)	(76, 39.04528861613806)	(78, 39.01202426227467)	(80, 39.05089197313252)	(82, 38.94953794628405)	(84, 39.026507941442304)	(86, 39.03664597831278)	(88, 39.01978760112479)	(90, 39.03914340530332)	(92, 39.035060792054495)	(94, 39.06580316681236)	(96, 39.111019062446324)	(98, 39.114690758527686)	(100, 39.71960925328413)
PM2524_R2_paired	(1, 38.8710985540324)	(2, 39.450019428186195)	(3, 39.61854254720555)	(4, 39.63349160646755)	(5, 39.66933303892313)	(6, 39.64293257757397)	(7, 39.58742408853637)	(8, 39.63699030808597)	(9, 39.719024714575845)	(10, 39.728261619841646)	(12, 39.732404835294474)	(14, 39.745692922103956)	(16, 39.68716040032784)	(18, 39.71438127209478)	(20, 39.71026889844596)	(22, 39.71050380609057)	(24, 39.71071502944149)	(26, 39.540695468549515)	(28, 39.69243265927096)	(30, 39.668844945871555)	(32, 39.64854031793292)	(34, 39.685659657805274)	(36, 39.65592917247292)	(38, 39.679091520872326)	(40, 39.68140582349168)	(42, 39.66533103838364)	(44, 39.67374185022993)	(46, 39.62102058171267)	(48, 39.61458029695926)	(50, 39.630704663596745)	(52, 39.624396605789975)	(54, 39.557953494314106)	(56, 39.617523754531746)	(58, 39.59695262479579)	(60, 39.64048223665711)	(62, 39.60106585911061)	(64, 39.62369907031592)	(66, 39.558415010279546)	(68, 39.6106566848466)	(70, 39.65281827685746)	(72, 39.625282017574555)	(74, 39.63026930007217)	(76, 39.61797198016038)	(78, 39.574806767880006)	(80, 39.61492081058495)	(82, 39.59474820437431)	(84, 39.640453922942505)	(86, 39.588296727529155)	(88, 39.63236049280623)	(90, 39.61141331825435)	(92, 39.602676500376425)	(94, 39.62994419771289)	(96, 39.569120189858126)	(98, 39.604376514161174)	(100, 39.86278407264898)
PM2524_R2_unpaired	(1, 37.12251303205888)	(2, 37.69690950297071)	(3, 38.22924849651543)	(4, 38.17835574862568)	(5, 38.28720207020875)	(6, 38.2591414406748)	(7, 38.276049911748395)	(8, 38.47484489296333)	(9, 38.58538896420886)	(10, 38.651925411965756)	(12, 38.69361579890277)	(14, 38.70669753526491)	(16, 38.660612870197454)	(18, 38.756164452329315)	(20, 38.74970393965076)	(22, 38.74534696320694)	(24, 38.78112485850633)	(26, 38.43053536984274)	(28, 38.627074470551364)	(30, 38.61476909733056)	(32, 38.60049022085736)	(34, 38.63930140564608)	(36, 38.608020629575776)	(38, 38.638697606382145)	(40, 38.641486517531966)	(42, 38.62550989139631)	(44, 38.65195678721619)	(46, 38.60600843018118)	(48, 38.540402432906646)	(50, 38.61586551811346)	(52, 38.595184236965956)	(54, 38.56640833952178)	(56, 38.56629866143645)	(58, 38.58127743976574)	(60, 38.66018233960172)	(62, 38.616112799262844)	(64, 38.658074497459765)	(66, 38.60551596822019)	(68, 38.67609967680081)	(70, 38.73122409091097)	(72, 38.64832427567529)	(74, 38.69971934402551)	(76, 38.71408983861821)	(78, 38.68561253192305)	(80, 38.69579788112695)	(82, 38.69441336514264)	(84, 38.73666118881208)	(86, 38.706341922416414)	(88, 38.75679263935082)	(90, 38.773814956537485)	(92, 38.77019192952696)	(94, 38.79187918930238)	(96, 38.765271976757305)	(98, 38.884738014423526)	(100, 39.632493639322504)
PM2528_R1_paired	(1, 33.74672455260244)	(2, 33.84802968974176)	(3, 33.896297075708034)	(4, 33.907194347900905)	(5, 33.956470463156904)	(6, 37.67609633090705)	(7, 37.67005418494783)	(8, 37.602700588614184)	(9, 37.56800483137853)	(10, 37.57298326298533)	(12, 37.48099562786548)	(14, 37.51126152539889)	(16, 37.51503156434878)	(18, 37.47117503992354)	(20, 37.44397131716079)	(22, 37.44756416172258)	(24, 37.44863043351977)	(26, 37.42487122352177)	(28, 37.36836429850934)	(30, 37.37365071953708)	(32, 37.34988420255401)	(34, 37.35207483667975)	(36, 37.302466984301304)	(38, 37.27101224029605)	(40, 37.27534729186692)	(42, 37.1967003847493)	(44, 37.13251929866096)	(46, 37.12402456316103)	(48, 37.12568069132847)	(50, 37.03025840512402)	(52, 36.98506634636725)	(54, 37.0173518220964)	(56, 36.99005232058588)	(58, 36.99282978144085)	(60, 36.93565692303328)	(62, 36.86163878293211)	(64, 36.80645111061172)	(66, 36.76762380135128)	(68, 36.71598460710108)	(70, 36.7614039402263)	(72, 36.76201337632193)	(74, 36.8871055018992)	(76, 36.23308975722438)												
PM2528_R1_unpaired	(1, 33.48753676520987)	(2, 33.44484114230706)	(3, 33.53418955083614)	(4, 33.56576764844311)	(5, 33.61812465824158)	(6, 36.76925994355179)	(7, 36.74825865039122)	(8, 36.47823179712763)	(9, 36.45635164219207)	(10, 36.44254193632898)	(12, 36.227334276675435)	(14, 36.28268809850563)	(16, 36.23592793028814)	(18, 36.137739878238804)	(20, 36.099673130438624)	(22, 36.10811066042578)	(24, 36.117605261594655)	(26, 36.03550632034131)	(28, 35.90782461148065)	(30, 35.917519507837405)	(32, 35.8633369939881)	(34, 35.868093814305794)	(36, 35.74054995118281)	(38, 35.67802738941497)	(40, 35.71044931617852)	(42, 35.56141141850118)	(44, 35.41873574895931)	(46, 35.437678494998714)	(48, 35.4502171260763)	(50, 35.22206779019111)	(52, 35.18329680045735)	(54, 35.23761829402571)	(56, 35.238849326557954)	(58, 35.26718839196967)	(60, 35.244302327570324)	(62, 35.11822409146681)	(64, 35.064408718266634)	(66, 35.108792556053764)	(68, 35.019409751706306)	(70, 35.12221575275356)	(72, 35.129976522713406)	(74, 35.45825468286721)	(76, 35.16248321317501)												
PM2528_R2_paired	(1, 33.8305674568075)	(2, 33.79154048416814)	(3, 33.82382164818547)	(4, 33.83832893635506)	(5, 33.84859196224335)	(6, 37.43377478483669)	(7, 37.350015180261494)	(8, 37.31734491928887)	(9, 37.407670946002476)	(10, 37.33541673745309)	(12, 37.29850531966781)	(14, 37.31209631190889)	(16, 37.3058574253765)	(18, 37.303824987477654)	(20, 37.23138810430137)	(22, 37.177621116017754)	(24, 37.17142771546746)	(26, 37.168193461198264)	(28, 37.05475087382408)	(30, 37.144365930889805)	(32, 37.10016707421376)	(34, 37.1278148789945)	(36, 36.96486308354039)	(38, 36.99148352621947)	(40, 36.90706501426506)	(42, 36.87680733708986)	(44, 36.73631575236189)	(46, 36.80154703488026)	(48, 36.62028430017533)	(50, 36.63874460068112)	(52, 36.58651641710884)	(54, 36.54334779252329)	(56, 36.541110235101954)	(58, 36.49956910651206)	(60, 36.415770702463526)	(62, 36.39491997494575)	(64, 36.28679012674815)	(66, 36.310331494525926)	(68, 36.29916189410301)	(70, 36.31489048913767)	(72, 36.12223495558385)	(74, 36.23681724389418)	(76, 35.5139883331959)												
PM2528_R2_unpaired	(1, 33.34004449388209)	(2, 33.128749536522065)	(3, 33.24035038932147)	(4, 33.28578513162773)	(5, 33.343233222098625)	(6, 36.10977011494253)	(7, 35.94649610678532)	(8, 35.89200037078235)	(9, 36.05749907304412)	(10, 35.938547460140896)	(12, 35.871945680385615)	(14, 35.883562754912866)	(16, 35.8918358361142)	(18, 35.89546255098257)	(20, 35.763575268817206)	(22, 35.68438542825361)	(24, 35.651497033741194)	(26, 35.6513139599555)	(28, 35.470427790137194)	(30, 35.68311086392288)	(32, 35.584494345569155)	(34, 35.64309417871709)	(36, 35.350579347423064)	(38, 35.43674221357063)	(40, 35.327929180571005)	(42, 35.31848118279569)	(44, 35.05972376714868)	(46, 35.19377085650723)	(48, 34.835571931776045)	(50, 34.83918323005693)	(52, 34.79888798262115)	(54, 34.75804709592575)	(56, 34.788135268114765)	(58, 34.78910192704612)	(60, 34.656062726131275)	(62, 34.73026240951529)	(64, 34.60046227838842)	(66, 34.67737674722818)	(68, 34.671361382991186)	(70, 34.718849665672025)	(72, 34.4874295348821)	(74, 34.77617970207348)	(76, 34.55437917496232)												
PM2539_R1_paired	(1, 38.17354652272628)	(2, 38.823296171461514)	(3, 39.08373671238804)	(4, 39.15425399188073)	(5, 39.076223864888085)	(6, 39.2435920869864)	(7, 39.192925214187845)	(8, 39.451726535254444)	(9, 39.44357681562995)	(10, 39.44183955743232)	(12, 39.540476683136795)	(14, 39.554679421705785)	(16, 39.67895083895836)	(18, 39.6355511522097)	(20, 39.698898435581505)	(22, 39.656813876572556)	(24, 39.69766946845782)	(26, 39.5905313819305)	(28, 39.603073313351736)	(30, 39.59999307132902)	(32, 39.57230039889349)	(34, 39.618749360747614)	(36, 39.608380015450464)	(38, 39.556624351497604)	(40, 39.55471835423796)	(42, 39.55341505708613)	(44, 39.52064395162374)	(46, 39.54596527463225)	(48, 39.50477559825775)	(50, 39.50013074329058)	(52, 39.45781482654276)	(54, 39.457614909008626)	(56, 39.46807722432853)	(58, 39.475200043924545)	(60, 39.51461266857329)	(62, 39.47432156044888)	(64, 39.49181226672577)	(66, 39.510548591429725)	(68, 39.4727571005387)	(70, 39.4848519466256)	(72, 39.44220722772862)	(74, 39.40655605525943)	(76, 39.490553106529646)	(78, 39.45297370137255)	(80, 39.44547032936866)	(82, 39.36450642163264)	(84, 39.451465656442394)	(86, 39.47262732750552)	(88, 39.43187891558567)	(90, 39.413011329135706)	(92, 39.40871420243657)	(94, 39.44861544262059)	(96, 39.452590915999224)	(98, 39.46674058552658)	(100, 39.831486577532516)
PM2539_R1_unpaired	(1, 37.68024085488845)	(2, 38.20703712126167)	(3, 38.577308911034855)	(4, 38.62860357806233)	(5, 38.53065037660077)	(6, 38.733134567648634)	(7, 38.696881930823224)	(8, 39.05149487275336)	(9, 38.99788813960079)	(10, 39.016237664397195)	(12, 39.153192981319265)	(14, 39.17264433762806)	(16, 39.31299335160986)	(18, 39.27664991218749)	(20, 39.363067183721455)	(22, 39.31518341424565)	(24, 39.36250536765351)	(26, 39.172964746791756)	(28, 39.18776717014107)	(30, 39.19433915809992)	(32, 39.1597061675964)	(34, 39.19656662180539)	(36, 39.16783580010388)	(38, 39.11637292826575)	(40, 39.124012546758834)	(42, 39.11544670177567)	(44, 39.068377755603805)	(46, 39.08516883582871)	(48, 39.025709735298435)	(50, 39.03886167037727)	(52, 39.00391358958231)	(54, 39.02572994271613)	(56, 39.03313163996886)	(58, 39.065777058469536)	(60, 39.09946638591132)	(62, 39.08569441063695)	(64, 39.092579383617405)	(66, 39.10776617541677)	(68, 39.08988717654073)	(70, 39.106753676300514)	(72, 39.06512870088174)	(74, 39.03751517685767)	(76, 39.107330119642214)	(78, 39.08112104166074)	(80, 39.07671571913441)	(82, 38.993831009581754)	(84, 39.10627398802761)	(86, 39.110772213937175)	(88, 39.06816486558681)	(90, 39.06489473322096)	(92, 39.0739905888732)	(94, 39.12850278589188)	(96, 39.170180968817746)	(98, 39.22134207802458)	(100, 39.75620236854243)
PM2539_R2_paired	(1, 39.025570566628595)	(2, 39.377260196104956)	(3, 39.67413545975974)	(4, 39.685970289670294)	(5, 39.689391356317984)	(6, 39.68259277466878)	(7, 39.65630398294887)	(8, 39.71855653630553)	(9, 39.75390529590845)	(10, 39.76378492085525)	(12, 39.76085616691781)	(14, 39.77475625925295)	(16, 39.736363079327624)	(18, 39.744576429603995)	(20, 39.73926176189033)	(22, 39.732712423861216)	(24, 39.721759514785646)	(26, 39.553243395727506)	(28, 39.69360719337449)	(30, 39.66184461017741)	(32, 39.64687976493423)	(34, 39.68366709574151)	(36, 39.65330636650596)	(38, 39.66682566473999)	(40, 39.66959411656853)	(42, 39.65250796679328)	(44, 39.67399523665654)	(46, 39.63805881263318)	(48, 39.63578790536849)	(50, 39.65803161755312)	(52, 39.65307276596823)	(54, 39.59516796562581)	(56, 39.64559876024733)	(58, 39.63275431160751)	(60, 39.66096174253288)	(62, 39.62297902533172)	(64, 39.649321605146824)	(66, 39.602665569129286)	(68, 39.61730323898759)	(70, 39.661202678761896)	(72, 39.64523390298487)	(74, 39.65502854447189)	(76, 39.64639211726734)	(78, 39.61642526851886)	(80, 39.63347594161977)	(82, 39.6195527986462)	(84, 39.64983727307211)	(86, 39.62170789496591)	(88, 39.64802557881229)	(90, 39.63375428678434)	(92, 39.62620030797091)	(94, 39.64603694668665)	(96, 39.59460999751953)	(98, 39.62738456077188)	(100, 39.86722008688484)
PM2539_R2_unpaired	(1, 37.32578281961001)	(2, 37.52129218652915)	(3, 38.48655370608751)	(4, 38.48850425546604)	(5, 38.48508292893516)	(6, 38.53675588332708)	(7, 38.5991262727291)	(8, 38.76712345526889)	(9, 38.81588107241764)	(10, 38.86296604104019)	(12, 38.90061636311679)	(14, 38.91587469293267)	(16, 38.89102397725058)	(18, 38.93955088425779)	(20, 38.93495022690867)	(22, 38.91796026017812)	(24, 38.93241285230269)	(26, 38.60847702467812)	(28, 38.77439563118887)	(30, 38.75826514712578)	(32, 38.738764459801814)	(34, 38.76629455917322)	(36, 38.739018765298745)	(38, 38.74834592189238)	(40, 38.74387066948762)	(42, 38.71222973486685)	(44, 38.741029176967785)	(46, 38.731010763851565)	(48, 38.681961263417676)	(50, 38.73038060082341)	(52, 38.71184291469969)	(54, 38.688359030233755)	(56, 38.710123039568415)	(58, 38.73793679768609)	(60, 38.77024595563829)	(62, 38.747131899706915)	(64, 38.79068533569014)	(66, 38.72852536362762)	(68, 38.75972128591951)	(70, 38.81381963339393)	(72, 38.775266641245906)	(74, 38.818867311736845)	(76, 38.83740501992321)	(78, 38.80870083256267)	(80, 38.81602095377254)	(82, 38.819500580772626)	(84, 38.85780830279566)	(86, 38.84379111202553)	(88, 38.87791040168173)	(90, 38.89836517614951)	(92, 38.90319737276877)	(94, 38.93057437473051)	(96, 38.922422314501354)	(98, 39.01813318621611)	(100, 39.67184199628958)
PM2577_R1_paired	(1, 38.24740824142308)	(2, 38.82517988537367)	(3, 39.097549560791485)	(4, 39.13400055907434)	(5, 39.104946590033926)	(6, 39.246522970254574)	(7, 39.20758789572623)	(8, 39.47011901629749)	(9, 39.44689864365437)	(10, 39.454366046063456)	(12, 39.555588155436126)	(14, 39.578986107079444)	(16, 39.69908534190802)	(18, 39.67100927027234)	(20, 39.725319928717894)	(22, 39.69632145620919)	(24, 39.71132315637836)	(26, 39.63180113152032)	(28, 39.66707552659636)	(30, 39.64262020760406)	(32, 39.62658833140618)	(34, 39.66759849848465)	(36, 39.67023975714599)	(38, 39.64303369637025)	(40, 39.6592986233469)	(42, 39.65713286005831)	(44, 39.6356641678623)	(46, 39.63910674743021)	(48, 39.61569025568777)	(50, 39.608433543065544)	(52, 39.595089215866054)	(54, 39.583104951263245)	(56, 39.60426705863968)	(58, 39.60286686216205)	(60, 39.61783040624336)	(62, 39.59609095086167)	(64, 39.595473607664786)	(66, 39.605337779191984)	(68, 39.57213967595274)	(70, 39.57318833119726)	(72, 39.55568452924641)	(74, 39.5193499984945)	(76, 39.570719295880465)	(78, 39.5323798218441)	(80, 39.54007980693518)	(82, 39.43337001369516)	(84, 39.50260940026608)	(86, 39.53309018078619)	(88, 39.51288228160157)	(90, 39.50285156114707)	(92, 39.526817425253654)	(94, 39.53161025458572)	(96, 39.52524036102186)	(98, 39.53880737952109)	(100, 39.84475198206998)
