Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
PM2469_R1_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 2.6937739341814052e-05)	(4.0, 6.734434835453513e-05)	(5.0, 8.081321802544216e-05)	(6.0, 9.428208769634918e-05)	(7.0, 0.00010775095736725621)	(8.0, 0.00012121982703816323)	(9.0, 0.00029631513275995457)	(10.0, 0.0006465057442035372)	(11.0, 0.001050571834330748)	(12.0, 0.0013872935761034238)	(13.0, 0.002101143668661496)	(14.0, 0.006855654662491675)	(15.0, 0.009805337120420315)	(16.0, 0.02101143668661496)	(17.0, 0.03372604965595119)	(18.0, 0.024055401232239947)	(19.0, 0.01670139839192471)	(20.0, 0.020795934771880447)	(21.0, 0.02246607461107292)	(22.0, 0.02499822210920344)	(23.0, 0.029025414140804638)	(24.0, 0.03632554150243625)	(25.0, 0.045767219141742074)	(26.0, 0.06071766447644887)	(27.0, 0.08290089282443275)	(28.0, 0.10597306657069648)	(29.0, 0.12881626953255482)	(30.0, 0.18145261220645945)	(31.0, 0.28504168884540537)	(32.0, 0.3944627860518541)	(33.0, 0.452702178508856)	(34.0, 0.5670528820148567)	(35.0, 0.8134658526441007)	(36.0, 1.2300041160865713)	(37.0, 1.383172101984126)	(38.0, 1.43490603039008)	(39.0, 1.670463092064573)	(40.0, 1.548462070585497)	(41.0, 1.5685576241344905)	(42.0, 2.222565528744723)	(43.0, 4.985327013380514)	(44.0, 7.112506007115874)	(45.0, 7.379661037038314)	(46.0, 7.613467145655589)	(47.0, 7.796967026052027)	(48.0, 6.511929108490129)	(49.0, 4.323385944534118)	(50.0, 3.53060827570453)	(51.0, 2.8281528468880444)	(52.0, 2.390454989192579)	(53.0, 2.202981792243224)	(54.0, 2.1238387140569746)	(55.0, 1.9200277781968094)	(56.0, 1.7785238334342601)	(57.0, 2.083863108873722)	(58.0, 2.238014322257253)	(59.0, 2.013973144151386)	(60.0, 1.7147756732818569)	(61.0, 1.729726118616564)	(62.0, 1.7553843153396416)	(63.0, 1.6493169666812488)	(64.0, 1.581514676757903)	(65.0, 1.3529479584426107)	(66.0, 0.9740417168606543)	(67.0, 0.787215025655503)	(68.0, 0.8325512409677761)	(69.0, 0.6962058732891842)	(70.0, 0.43527346115470233)	(71.0, 0.3090432145989617)	(72.0, 0.22758349082931603)	(73.0, 0.1804020403721287)	(74.0, 0.18073876211390139)	(75.0, 0.26525591929884296)	(76.0, 0.38495376406419374)	(77.0, 0.3381898485668045)	(78.0, 0.1995547730441585)	(79.0, 0.16953266254770674)	(80.0, 0.22709861152116337)	(81.0, 0.200928597750591)	(82.0, 0.11277484575450453)	(83.0, 0.09026836453441889)	(84.0, 0.08581016867334866)	(85.0, 0.08054384063202402)	(86.0, 0.053700383377906315)	(87.0, 0.031018806852098884)	(88.0, 0.025765947680445142)	(89.0, 0.022977891658567385)	(90.0, 0.01788665892296453)	(91.0, 0.010276747558902061)	(92.0, 0.0065458706600608155)	(93.0, 0.0044986024700829465)	(94.0, 0.0024109276710923577)	(95.0, 0.0008889453982798638)	(96.0, 0.0002828462630890475)	(97.0, 0.00012121982703816323)	(98.0, 5.3875478683628104e-05)	(99.0, 2.6937739341814052e-05)	(100.0, 0.0)
PM2469_R1_unpaired	(0.0, 0.00043607091385201066)	(1.0, 0.00032705318538900797)	(2.0, 0.00016352659269450398)	(3.0, 0.00016352659269450398)	(4.0, 0.0002725443211575066)	(5.0, 0.00016352659269450398)	(6.0, 0.00010901772846300266)	(7.0, 0.00032705318538900797)	(8.0, 0.0005450886423150132)	(9.0, 0.0006541063707780159)	(10.0, 0.0011991950130930292)	(11.0, 0.002507407754649061)	(12.0, 0.004142673681594101)	(13.0, 0.005614413015844637)	(14.0, 0.008503382820114206)	(15.0, 0.010138648747059246)	(16.0, 0.016570694726376404)	(17.0, 0.023275285026851066)	(18.0, 0.019023593616793965)	(19.0, 0.01673422131907091)	(20.0, 0.019187120209488467)	(21.0, 0.022893722977230555)	(22.0, 0.02583720164573163)	(23.0, 0.028562644857306696)	(24.0, 0.03537625288624436)	(25.0, 0.04616900800408162)	(26.0, 0.06421144206470855)	(27.0, 0.08454324842305856)	(28.0, 0.1071099182149001)	(29.0, 0.1314753805263812)	(30.0, 0.1726840818853962)	(31.0, 0.2632233053739199)	(32.0, 0.36826188674802296)	(33.0, 0.4322552933558055)	(34.0, 0.5227400079800978)	(35.0, 0.7338528391487024)	(36.0, 1.0612330777230994)	(37.0, 1.2459091097394257)	(38.0, 1.3668642794691273)	(39.0, 1.6306871823495934)	(40.0, 1.817325533478254)	(41.0, 2.1049143011636553)	(42.0, 2.759565760583986)	(43.0, 4.765928035217087)	(44.0, 6.464424244670669)	(45.0, 7.136082469731228)	(46.0, 7.532143877237317)	(47.0, 7.24542725137962)	(48.0, 5.809064170015328)	(49.0, 4.025152570310984)	(50.0, 3.2980588303269878)	(51.0, 2.7923255879871185)	(52.0, 2.515093504505703)	(53.0, 2.3654666721902315)	(54.0, 2.2462012772517066)	(55.0, 2.0315453699080543)	(56.0, 1.8934744168096616)	(57.0, 2.0408118768274095)	(58.0, 2.1025704200017006)	(59.0, 1.9812336882223787)	(60.0, 1.7760623232550077)	(61.0, 1.6874854188788182)	(62.0, 1.6638830806665779)	(63.0, 1.6612121463192342)	(64.0, 1.6875399277430494)	(65.0, 1.5170907092911448)	(66.0, 1.1808255258470133)	(67.0, 0.9788156750050693)	(68.0, 0.9433849132545935)	(69.0, 0.7741893986800134)	(70.0, 0.5073685082668143)	(71.0, 0.35616091888862966)	(72.0, 0.26807459429052355)	(73.0, 0.22942780955038908)	(74.0, 0.2370045416785678)	(75.0, 0.29156791477430055)	(76.0, 0.3531629313558971)	(77.0, 0.3202940862243018)	(78.0, 0.2579359455434643)	(79.0, 0.25264858571300863)	(80.0, 0.2924400566020046)	(81.0, 0.27706855688872123)	(82.0, 0.21176693753938267)	(83.0, 0.18173255334782543)	(84.0, 0.16243641540987394)	(85.0, 0.13828898855531888)	(86.0, 0.09718930492476686)	(87.0, 0.06813608028937665)	(88.0, 0.06066836588966098)	(89.0, 0.05385475786072331)	(90.0, 0.040936157037857496)	(91.0, 0.026709343473435652)	(92.0, 0.017333818825617422)	(93.0, 0.01188293240246729)	(94.0, 0.007522223263947183)	(95.0, 0.0043062002742886045)	(96.0, 0.0020713368407970505)	(97.0, 0.0005995975065465146)	(98.0, 0.00010901772846300266)	(99.0, 5.450886423150133e-05)	(100.0, 0.0)
PM2469_R2_paired	(0.0, 0.00026612370334552093)	(1.0, 0.00015967422200731255)	(2.0, 5.3224740669104185e-05)	(3.0, 3.991855550182814e-05)	(4.0, 3.991855550182814e-05)	(5.0, 0.00015967422200731255)	(6.0, 0.0002262051478436928)	(7.0, 0.00018628659234186463)	(8.0, 0.0001729804071745886)	(9.0, 0.0003193484440146251)	(10.0, 0.0022354391081023757)	(11.0, 0.0037922627726736727)	(12.0, 0.0035793638099972562)	(13.0, 0.0034729143286590476)	(14.0, 0.004058386476019194)	(15.0, 0.00464385862337934)	(16.0, 0.004843451400888481)	(17.0, 0.00592125239943784)	(18.0, 0.00871555128456581)	(19.0, 0.012188465613224857)	(20.0, 0.020438300416936006)	(21.0, 0.029699405293360133)	(22.0, 0.048634106786393946)	(23.0, 0.06574586091151094)	(24.0, 0.06372332076608499)	(25.0, 0.06456161043162337)	(26.0, 0.07822706259841587)	(27.0, 0.10096733304929062)	(28.0, 0.12392050246284182)	(29.0, 0.1468071409505566)	(30.0, 0.19780974869672568)	(31.0, 0.26360883434890575)	(32.0, 0.33113772407283165)	(33.0, 0.4557501481643718)	(34.0, 0.5748937301521616)	(35.0, 0.7374154757852712)	(36.0, 1.0117624015641686)	(37.0, 1.0669564576380297)	(38.0, 1.0699636554858343)	(39.0, 1.7971732872478046)	(40.0, 2.1945891196388385)	(41.0, 2.5964359116905746)	(42.0, 3.324177790859236)	(43.0, 3.371507891499237)	(44.0, 3.5317542794687427)	(45.0, 4.286946818637494)	(46.0, 4.826392871504033)	(47.0, 4.574546704842999)	(48.0, 4.192047106024481)	(49.0, 4.284737991899727)	(50.0, 4.123147679228326)	(51.0, 4.151183811375777)	(52.0, 4.147325017677267)	(53.0, 4.813618933743448)	(54.0, 6.142733851547151)	(55.0, 4.679772017145818)	(56.0, 2.769442931235498)	(57.0, 2.4753363204831955)	(58.0, 2.296301599057496)	(59.0, 1.984763885736062)	(60.0, 1.7552454977857175)	(61.0, 1.672640700267268)	(62.0, 1.9272013287024259)	(63.0, 1.9906452195799982)	(64.0, 1.5366647940428741)	(65.0, 1.2960091291075195)	(66.0, 0.986227832228166)	(67.0, 0.6716696148737602)	(68.0, 0.6530808741950755)	(69.0, 0.5740687466717904)	(70.0, 0.43386147356420274)	(71.0, 0.41052242478080053)	(72.0, 0.38589267603617255)	(73.0, 0.29554367875036824)	(74.0, 0.20790914323868823)	(75.0, 0.17015949591912607)	(76.0, 0.14982764498352827)	(77.0, 0.13628194848324127)	(78.0, 0.12800550130919558)	(79.0, 0.12612932920060962)	(80.0, 0.1400342927004131)	(81.0, 0.15017360579787747)	(82.0, 0.16318705489147342)	(83.0, 0.15806417360207214)	(84.0, 0.1421100575865082)	(85.0, 0.14108548132862792)	(86.0, 0.10510555663631348)	(87.0, 0.06706317324307128)	(88.0, 0.06650431346604567)	(89.0, 0.0794911501893071)	(90.0, 0.07517994619510966)	(91.0, 0.05258604378107493)	(92.0, 0.03620612984015812)	(93.0, 0.02560110026183911)	(94.0, 0.014517048017498167)	(95.0, 0.003526139069328152)	(96.0, 0.0005721659621928699)	(97.0, 0.0001463680368400365)	(98.0, 3.991855550182814e-05)	(99.0, 7.983711100365627e-05)	(100.0, 0.00010644948133820837)
PM2469_R2_unpaired	(0.0, 0.002726855435759073)	(1.0, 0.0015149196865328184)	(2.0, 0.00015149196865328184)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.00015149196865328184)	(7.0, 0.00015149196865328184)	(8.0, 0.0003029839373065637)	(9.0, 0.0012119357492262547)	(10.0, 0.002878347404412355)	(11.0, 0.00409028315363861)	(12.0, 0.004696251028251737)	(13.0, 0.005908186777477992)	(14.0, 0.00651415465209112)	(15.0, 0.006817138589397683)	(16.0, 0.006968630558050965)	(17.0, 0.007271614495357529)	(18.0, 0.00908951811919691)	(19.0, 0.013785769147448649)	(20.0, 0.025450650733751353)	(21.0, 0.039236419881199996)	(22.0, 0.05983932761804633)	(23.0, 0.07453404857741466)	(24.0, 0.07498852448337451)	(25.0, 0.08044223535489266)	(26.0, 0.09650038403214053)	(27.0, 0.12013313114205251)	(28.0, 0.14346289431465792)	(29.0, 0.16800459323648956)	(30.0, 0.21572456336227336)	(31.0, 0.28844070831584867)	(32.0, 0.3831231887241498)	(33.0, 0.5234047516970888)	(34.0, 0.6530818768642981)	(35.0, 0.8000290864579814)	(36.0, 1.0765019292502207)	(37.0, 1.276471327872553)	(38.0, 1.352368804167847)	(39.0, 1.716404004841683)	(40.0, 1.984544789357992)	(41.0, 2.47053102479772)	(42.0, 3.2966167298640667)	(43.0, 3.743821021328554)	(44.0, 4.160726919062386)	(45.0, 4.759271687211503)	(46.0, 5.045440015997552)	(47.0, 4.764573906114367)	(48.0, 4.289040616511715)	(49.0, 4.154818732284908)	(50.0, 4.172240308680035)	(51.0, 4.2237475780221505)	(52.0, 4.03120128586383)	(53.0, 3.9777246209292216)	(54.0, 4.22783786117579)	(55.0, 3.493859273050639)	(56.0, 2.6567146542726037)	(57.0, 2.4578056994308444)	(58.0, 2.3158577248027195)	(59.0, 2.12846215957861)	(60.0, 2.0363550426374144)	(61.0, 1.9618209940599998)	(62.0, 2.0705922275530564)	(63.0, 2.0342341550762684)	(64.0, 1.604451440006908)	(65.0, 1.3247972658729499)	(66.0, 1.0010589288608864)	(67.0, 0.7080734614854393)	(68.0, 0.6188446919486563)	(69.0, 0.5262830991015011)	(70.0, 0.4525065103673529)	(71.0, 0.4284192873514811)	(72.0, 0.38857689959566794)	(73.0, 0.3181331341718919)	(74.0, 0.24829533662272893)	(75.0, 0.20845294886691584)	(76.0, 0.18754705719276293)	(77.0, 0.17088294064090193)	(78.0, 0.15755164739941313)	(79.0, 0.15346136424577453)	(80.0, 0.15376434818308107)	(81.0, 0.162853866302278)	(82.0, 0.18663810538084324)	(83.0, 0.18754705719276293)	(84.0, 0.17345830410800772)	(85.0, 0.1743672559199274)	(86.0, 0.14209946659677838)	(87.0, 0.09801530371867336)	(88.0, 0.10468095033941775)	(89.0, 0.12907115729259613)	(90.0, 0.11210405680342857)	(91.0, 0.07483703251472124)	(92.0, 0.05241622115403552)	(93.0, 0.030449885699309648)	(94.0, 0.012876817335528958)	(95.0, 0.004241775122291892)	(96.0, 0.0016664116551861003)	(97.0, 0.0004544759059598456)	(98.0, 0.0)	(99.0, 0.0003029839373065637)	(100.0, 0.0006059678746131274)
PM2486_R1_paired	(0.0, 0.00019572434779815368)	(1.0, 0.0001272208260687999)	(2.0, 5.6270749991969186e-05)	(3.0, 5.137764129701535e-05)	(4.0, 5.6270749991969186e-05)	(5.0, 9.052251085664609e-05)	(6.0, 0.00015902603258599986)	(7.0, 0.00020306401084058449)	(8.0, 0.00021529678257796905)	(9.0, 0.00022508299996787674)	(10.0, 0.0002764606412648921)	(11.0, 0.00028380030430732284)	(12.0, 0.0003009261847396613)	(13.0, 0.00047707809775799964)	(14.0, 0.001144987434619199)	(15.0, 0.0026227062604952597)	(16.0, 0.006270518792583348)	(17.0, 0.0069726798903092255)	(18.0, 0.006992252325089041)	(19.0, 0.01692526297584534)	(20.0, 0.027910291996016717)	(21.0, 0.033706179245189545)	(22.0, 0.04120731487455378)	(23.0, 0.055595500992065554)	(24.0, 0.08311679084683343)	(25.0, 0.12736517277530104)	(26.0, 0.19012173834243154)	(27.0, 0.27178772246121113)	(28.0, 0.3701636727732582)	(29.0, 0.4962615303965662)	(30.0, 0.6268047772692397)	(31.0, 0.7556305429899846)	(32.0, 1.0001905621181248)	(33.0, 1.3004268185317978)	(34.0, 1.5564464982235202)	(35.0, 2.0596146515430136)	(36.0, 2.112056543981182)	(37.0, 1.8283736742825376)	(38.0, 2.145659967943777)	(39.0, 2.196937300512546)	(40.0, 2.1189631669041087)	(41.0, 3.280880757607848)	(42.0, 4.032936884696168)	(43.0, 3.5735131231095627)	(44.0, 3.9553444135659386)	(45.0, 4.761794783461713)	(46.0, 5.1155298437916645)	(47.0, 6.863069362433564)	(48.0, 6.688742578958444)	(49.0, 5.823244619886313)	(50.0, 5.1127603442703204)	(51.0, 3.645500538229723)	(52.0, 3.910711922604917)	(53.0, 3.607021131452607)	(54.0, 2.853374744038426)	(55.0, 2.182324031395066)	(56.0, 1.8671368813639617)	(57.0, 1.7750877205944902)	(58.0, 1.8556600949199475)	(59.0, 1.6529679603401797)	(60.0, 1.0807286846827178)	(61.0, 0.865069812061322)	(62.0, 0.7168869083433399)	(63.0, 0.737924829177294)	(64.0, 1.0275259138424846)	(65.0, 0.9017558945017385)	(66.0, 0.7394001014488225)	(67.0, 0.5664849798321961)	(68.0, 0.24735398419295915)	(69.0, 0.1762815803987546)	(70.0, 0.14106832367551927)	(71.0, 0.11634589199426498)	(72.0, 0.11885116364608135)	(73.0, 0.17213467077978123)	(74.0, 0.1685945066389821)	(75.0, 0.08845517243302808)	(76.0, 0.031614375278096775)	(77.0, 0.017182151182330418)	(78.0, 0.01552583388908854)	(79.0, 0.012235218291732082)	(80.0, 0.009069376966096946)	(81.0, 0.007611230575000701)	(82.0, 0.008761111118314855)	(83.0, 0.008548260890084362)	(84.0, 0.005842371781774888)	(85.0, 0.004212966586355258)	(86.0, 0.003009261847396613)	(87.0, 0.0021823264779494136)	(88.0, 0.001673443173674214)	(89.0, 0.0016000465432499064)	(90.0, 0.0011645598693990145)	(91.0, 0.000526009184707538)	(92.0, 0.00029358652169723053)	(93.0, 0.0002691209782224613)	(94.0, 0.0002348692173577844)	(95.0, 0.00035475038038415357)	(96.0, 0.0006825886629460609)	(97.0, 0.0007926836085825223)	(98.0, 0.0006385506846914764)	(99.0, 0.000714393869463261)	(100.0, 0.0008098094890148608)
PM2486_R1_unpaired	(0.0, 0.0013074740715262605)	(1.0, 0.0007280253352816679)	(2.0, 0.00014857659903707508)	(3.0, 0.00016343425894078256)	(4.0, 0.00017829191884449007)	(5.0, 0.0002080072386519051)	(6.0, 0.00029715319807415016)	(7.0, 0.00037144149759268767)	(8.0, 0.00040115681740010263)	(9.0, 0.0004160144773038102)	(10.0, 0.00031201085797785764)	(11.0, 0.00029715319807415016)	(12.0, 0.00046058745701493267)	(13.0, 0.0008023136348002053)	(14.0, 0.001173755132392893)	(15.0, 0.0019314957874819758)	(16.0, 0.004041283493808442)	(17.0, 0.00488817010831977)	(18.0, 0.005824202682253343)	(19.0, 0.010400361932595255)	(20.0, 0.016224564614848596)	(21.0, 0.022123055596620478)	(22.0, 0.030770213660578243)	(23.0, 0.04637075655947113)	(24.0, 0.07158420541606277)	(25.0, 0.10938209221109466)	(26.0, 0.1585758041522702)	(27.0, 0.22228544981936801)	(28.0, 0.30681067701156)	(29.0, 0.4065204326253411)	(30.0, 0.5127675585967535)	(31.0, 0.6305293709935391)	(32.0, 0.7922252837255879)	(33.0, 1.0047641086481238)	(34.0, 1.2622770700991823)	(35.0, 1.6432720430099537)	(36.0, 1.7751189169954544)	(37.0, 1.7299367732282795)	(38.0, 2.0891355590603125)	(39.0, 2.186111505251811)	(40.0, 2.11565648198843)	(41.0, 3.029907726503168)	(42.0, 3.8401999246716647)	(43.0, 3.7699826239667424)	(44.0, 4.01670892432771)	(45.0, 4.707382102611456)	(46.0, 4.874085046731055)	(47.0, 5.5278815131338)	(48.0, 5.6377539081217165)	(49.0, 5.183050084428652)	(50.0, 4.6862990832080955)	(51.0, 3.965108271482133)	(52.0, 4.242708789123005)	(53.0, 4.205891507881617)	(54.0, 3.4188961204421346)	(55.0, 2.470680265387521)	(56.0, 2.0802061054581844)	(57.0, 2.0194977070916353)	(58.0, 2.0026639784207347)	(59.0, 1.7982522934655267)	(60.0, 1.3504869969474937)	(61.0, 1.2135142302952142)	(62.0, 1.0581476806821448)	(63.0, 1.0111974753864292)	(64.0, 1.2519509964661055)	(65.0, 1.0719950197124004)	(66.0, 0.9026771274497495)	(67.0, 0.7645008903452697)	(68.0, 0.4372906462859193)	(69.0, 0.31759733810165164)	(70.0, 0.25717123527327324)	(71.0, 0.24605770566530002)	(72.0, 0.28694598572030305)	(73.0, 0.34410340336986583)	(74.0, 0.2962023078403128)	(75.0, 0.16022500440158174)	(76.0, 0.06555199549515751)	(77.0, 0.04206203518739595)	(78.0, 0.03956594832357309)	(79.0, 0.03699557316023169)	(80.0, 0.031022793878941274)	(81.0, 0.026312915689465994)	(82.0, 0.026357488669177115)	(83.0, 0.023935690104872794)	(84.0, 0.018156060402330573)	(85.0, 0.014842802243803799)	(86.0, 0.012242711760654987)	(87.0, 0.009642621277506171)	(88.0, 0.008721446363476307)	(89.0, 0.007919132728676101)	(90.0, 0.005036746707356845)	(91.0, 0.002555517503437691)	(92.0, 0.0019463534473856832)	(93.0, 0.0018274921681560234)	(94.0, 0.001292616411622553)	(95.0, 0.0009657478937409879)	(96.0, 0.0008023136348002053)	(97.0, 0.0010103208734521104)	(98.0, 0.0023920832444969085)	(99.0, 0.0029121013411266715)	(100.0, 0.0019166381275782683)
PM2486_R2_paired	(0.0, 0.00016917329662206456)	(1.0, 0.00010448938909009869)	(2.0, 5.2244694545049345e-05)	(3.0, 4.726900935028274e-05)	(4.0, 4.726900935028274e-05)	(5.0, 9.205017610318218e-05)	(6.0, 9.453801870056548e-05)	(7.0, 6.468390753196585e-05)	(8.0, 9.453801870056548e-05)	(9.0, 0.00019156387999851428)	(10.0, 0.00031595600986767937)	(11.0, 0.00041795755636039476)	(12.0, 0.000634399862332742)	(13.0, 0.0010100640945376208)	(14.0, 0.0017439776607656946)	(15.0, 0.002191789328294689)	(16.0, 0.002684382162576583)	(17.0, 0.0035601027568555052)	(18.0, 0.00775211753344637)	(19.0, 0.01142914889237889)	(20.0, 0.017417386024280498)	(21.0, 0.027756859859005504)	(22.0, 0.03772066946152563)	(23.0, 0.055302253097233425)	(24.0, 0.08291481808559069)	(25.0, 0.12545443865824776)	(26.0, 0.18958106944839975)	(27.0, 0.27371244256411087)	(28.0, 0.37652253790097584)	(29.0, 0.5072039338563259)	(30.0, 0.6353253397789687)	(31.0, 0.7589114086465816)	(32.0, 1.0109472786596918)	(33.0, 1.303437957148852)	(34.0, 1.541260782403111)	(35.0, 1.8289748031052953)	(36.0, 1.8330573528076013)	(37.0, 1.730147743766841)	(38.0, 1.913914725065156)	(39.0, 2.055199306170554)	(40.0, 2.29126571455106)	(41.0, 2.6362896773265665)	(42.0, 2.836294807258002)	(43.0, 3.1547834408898177)	(44.0, 3.7298731357009416)	(45.0, 4.1019100933988355)	(46.0, 5.0145030028135755)	(47.0, 7.429693132825493)	(48.0, 7.259099278080323)	(49.0, 5.427559509257125)	(50.0, 5.420451742956402)	(51.0, 4.815975651384986)	(52.0, 3.9926739006329295)	(53.0, 3.4750334670805807)	(54.0, 2.8461690545270164)	(55.0, 2.4263157621074156)	(56.0, 2.0808489633495757)	(57.0, 1.7307920949995632)	(58.0, 1.6786618412139935)	(59.0, 1.6717157846820996)	(60.0, 1.2517629785586033)	(61.0, 0.8902844248440042)	(62.0, 0.780689982744075)	(63.0, 0.8181345016772911)	(64.0, 0.8357210609981937)	(65.0, 0.6753273609022947)	(66.0, 0.5141674052864018)	(67.0, 0.37400484119242394)	(68.0, 0.2284312194491374)	(69.0, 0.2063690312955423)	(70.0, 0.16372492133379513)	(71.0, 0.11888902204375323)	(72.0, 0.14946211972299664)	(73.0, 0.24243279758721062)	(74.0, 0.3412747839812492)	(75.0, 0.2558596840852883)	(76.0, 0.0791283216523733)	(77.0, 0.017365141329735448)	(78.0, 0.011822228022765452)	(79.0, 0.009573218314730946)	(80.0, 0.008699985563049406)	(81.0, 0.008142708821235547)	(82.0, 0.012439212986916512)	(83.0, 0.010740016492903716)	(84.0, 0.00562749995528103)	(85.0, 0.004525385684640226)	(86.0, 0.003371026719454374)	(87.0, 0.0026495523662132168)	(88.0, 0.0020947634669967402)	(89.0, 0.0019330536981668257)	(90.0, 0.001818612938687194)	(91.0, 0.0009453801870056548)	(92.0, 0.0003657128618153454)	(93.0, 0.0002587356301278634)	(94.0, 0.00018161250960898104)	(95.0, 0.0004080061859708615)	(96.0, 0.0011593346503806189)	(97.0, 0.012735266256005124)	(98.0, 0.04022592695709061)	(99.0, 0.18956614239281547)	(100.0, 1.3703161418517098)
PM2486_R2_unpaired	(0.0, 0.0005946961429792255)	(1.0, 0.00032708287863857403)	(2.0, 0.00014867403574480637)	(3.0, 0.00014867403574480637)	(4.0, 0.00014867403574480637)	(5.0, 0.00029734807148961275)	(6.0, 0.00032708287863857403)	(7.0, 0.00020814365004272892)	(8.0, 0.00026761326434065146)	(9.0, 0.0005054917215323416)	(10.0, 0.0005054917215323416)	(11.0, 0.0003865524929364966)	(12.0, 0.0007136353715750705)	(13.0, 0.001189392285958451)	(14.0, 0.0020219668861293665)	(15.0, 0.0026166630291085922)	(16.0, 0.0034492376292795074)	(17.0, 0.005530674129706797)	(18.0, 0.01100187864511567)	(19.0, 0.016532552774822466)	(20.0, 0.023401293226232522)	(21.0, 0.03594938184309418)	(22.0, 0.05373079651817302)	(23.0, 0.0812354931309622)	(24.0, 0.11611442191669377)	(25.0, 0.17180771570669823)	(26.0, 0.2539352530521293)	(27.0, 0.337044039033476)	(28.0, 0.4374882175826672)	(29.0, 0.5600253578435366)	(30.0, 0.6874092716696868)	(31.0, 0.8362914510645358)	(32.0, 1.0727426375130757)	(33.0, 1.332951934873636)	(34.0, 1.593280171462792)	(35.0, 1.8514080323229247)	(36.0, 1.8593769606388464)	(37.0, 1.7919086832178532)	(38.0, 1.9030871271478196)	(39.0, 2.0574107762509284)	(40.0, 2.2445319176393417)	(41.0, 2.4557085180112646)	(42.0, 2.5915965866820176)	(43.0, 2.8219818724721697)	(44.0, 3.1987813486638066)	(45.0, 3.649709699077805)	(46.0, 4.538483084760257)	(47.0, 5.852285803829963)	(48.0, 5.7893372170956106)	(49.0, 4.955721898674482)	(50.0, 4.986378484845061)	(51.0, 4.598309516743967)	(52.0, 3.8894019795055814)	(53.0, 3.1688681326719523)	(54.0, 2.5019164083207506)	(55.0, 2.236741398166314)	(56.0, 2.052355859035605)	(57.0, 1.7831963847232075)	(58.0, 1.688609963182362)	(59.0, 1.6997605158632225)	(60.0, 1.5113905125745526)	(61.0, 1.3457676367548381)	(62.0, 1.4057427427742932)	(63.0, 1.5871845359972547)	(64.0, 1.5304505239570367)	(65.0, 1.1616497108884702)	(66.0, 0.7457786981030977)	(67.0, 0.5311825949090442)	(68.0, 0.43445526725347317)	(69.0, 0.3780780728990426)	(70.0, 0.3730231556837192)	(71.0, 0.395443200274036)	(72.0, 0.4178632448643528)	(73.0, 0.48812659415734827)	(74.0, 0.49996104740263486)	(75.0, 0.32952113282478884)	(76.0, 0.1467412732801239)	(77.0, 0.06773589068533378)	(78.0, 0.040082520036799796)	(79.0, 0.03006189002759985)	(80.0, 0.02679106124121411)	(81.0, 0.025750342991000465)	(82.0, 0.032708287863857405)	(83.0, 0.02824806679151321)	(84.0, 0.016473083160524548)	(85.0, 0.013588806867075302)	(86.0, 0.010466652116434369)	(87.0, 0.007731049858729931)	(88.0, 0.007433701787240319)	(89.0, 0.008058132737368506)	(90.0, 0.006155105079834984)	(91.0, 0.0030626851363430114)	(92.0, 0.0016948840074907927)	(93.0, 0.0013083315145542961)	(94.0, 0.000981248635915722)	(95.0, 0.0011299226716605284)	(96.0, 0.0018732928503845604)	(97.0, 0.01352933725277738)	(98.0, 0.04121244270846033)	(99.0, 0.29009277854526616)	(100.0, 2.23427340917295)
