Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
PM2494_R2_paired	(1, 0.0)	(2, 0.14219432593589515)	(3, 0.00037761704144600365)	(4, 0.0019024250948798667)	(5, 0.00021031835219777417)	(6, 0.0010468117984389217)	(7, 0.09165100193273006)	(8, 1.433988764984824e-05)	(9, 0.0008938529968405403)	(10, 0.00035849719124620604)	(12, 1.672986892482295e-05)	(14, 2.389981274974707e-05)	(16, 2.389981274974707e-05)	(18, 1.1949906374873535e-05)	(20, 0.00016490870797325477)	(22, 0.00045648642352016895)	(24, 0.0008125936334914003)	(26, 0.2698169360382695)	(28, 0.0007217743450423615)	(30, 0.055547944792962135)	(32, 0.07450288628478653)	(34, 1.9119850199797657e-05)	(36, 1.433988764984824e-05)	(38, 2.389981274974707e-06)	(40, 7.16994382492412e-06)	(42, 0.00015773876414833064)	(44, 0.0007361142326922097)	(46, 0.04918342465770449)	(48, 0.053308532338310836)	(50, 4.788196635626305e-05)	(52, 8.199631706306942e-05)	(54, 0.08346024590931479)	(56, 0.0001737350995847144)	(58, 1.2347536020787718e-05)	(60, 8.239805918113258e-05)	(62, 0.05293722149429783)	(64, 0.028472185305998293)	(66, 0.04812087251622776)	(68, 0.10274352846768521)	(70, 0.02500739044024991)	(72, 0.00037492869855051194)	(74, 0.00017598449638041793)	(76, 7.17394697936658e-05)	(78, 2.9534633123002442e-05)	(80, 1.216510196590785e-05)	(82, 0.025302542148572277)	(84, 0.0)	(86, 1.6736939496633197e-05)	(88, 3.4636672047589127e-05)	(90, 3.5997914568813197e-06)	(92, 7.482401578547296e-06)	(94, 0.0013422204360431962)	(96, 0.07213719028399629)	(98, 6.353805563129527e-05)	(100, 1.1182738414445369e-05)
PM2494_R2_unpaired	(1, 0.0)	(2, 0.46008944979371846)	(3, 0.000611451485771524)	(4, 0.002501392441792598)	(5, 0.0010005569767170392)	(6, 0.0038910549094551524)	(7, 0.0867149379821434)	(8, 0.0)	(9, 0.0016675949611950653)	(10, 0.0005836582364182728)	(12, 8.337974805975326e-05)	(14, 0.0)	(16, 2.7793249353251087e-05)	(18, 0.00033351899223901305)	(20, 0.0004724852390052685)	(22, 0.0026403586885588534)	(24, 0.0022512531976133384)	(26, 0.21698189770083123)	(28, 0.0016120084624885633)	(30, 0.04132856178828437)	(32, 0.06978884912601348)	(34, 5.5586498706502173e-05)	(36, 8.337974805975326e-05)	(38, 0.0)	(40, 2.7793249353251087e-05)	(42, 0.0005558649870650217)	(44, 0.0025569789404991)	(46, 0.04319070949495219)	(48, 0.05075047331903648)	(50, 0.00019540524115937836)	(52, 0.0005104226895362498)	(54, 0.07045543046454823)	(56, 0.0011393288126324104)	(58, 0.00011877235704039477)	(60, 0.00030220683519331567)	(62, 0.04536589815848971)	(64, 0.022459151239106606)	(66, 0.044074019939317914)	(68, 0.09911760038819144)	(70, 0.023540275898759327)	(72, 0.0018946459716209594)	(74, 0.0008835929859681899)	(76, 0.0001459025458535226)	(78, 3.777838894815899e-05)	(80, 0.00015667909262437088)	(82, 0.02137127181007359)	(84, 0.0)	(86, 0.00017558214259376964)	(88, 0.0002742558752464875)	(90, 0.0)	(92, 9.966274128349666e-05)	(94, 0.004962094251879006)	(96, 0.06893395912135757)	(98, 0.00033986670427858193)	(100, 0.0)
PM2497_R1_paired	(1, 0.0)	(2, 0.15165866718413162)	(3, 0.00022740158817269177)	(4, 0.0005396997692631886)	(5, 0.00017282520701124575)	(6, 0.0010793995385263771)	(7, 0.0)	(8, 3.0320211756358903e-06)	(9, 0.000497251472804286)	(10, 0.04519985567579204)	(12, 0.0)	(14, 0.00016827717524779193)	(16, 0.0005988241821880885)	(18, 0.07440579965010476)	(20, 0.0004957354622164681)	(22, 0.04630957542607478)	(24, 0.0012840609678817997)	(26, 0.062426283985167356)	(28, 0.002031454187676047)	(30, 0.0017767644089226318)	(32, 0.07164211234851264)	(34, 0.0)	(36, 0.0)	(38, 0.00011370079408634589)	(40, 1.5160105878179451e-06)	(42, 6.215643410053576e-05)	(44, 0.00014856903760615865)	(46, 0.00025620578934123275)	(48, 0.023986319520455532)	(50, 0.04960549107221021)	(52, 0.06574440389279217)	(54, 0.02525395060799589)	(56, 9.042948164181131e-05)	(58, 2.615864042897585e-05)	(60, 0.0012364395042916197)	(62, 0.048715404967657194)	(64, 4.529394222260998e-05)	(66, 0.0)	(68, 0.0)	(70, 6.538216649740925e-05)	(72, 0.028944796082341576)	(74, 0.09639315940318226)	(76, 0.0)	(78, 1.8460456033344418e-05)	(80, 0.00024103261655076616)	(82, 0.24739975617512766)	(84, 0.023515059258127812)	(86, 0.0)	(88, 6.376453632163957e-05)	(90, 0.06965531488009807)	(92, 0.00015690552745997678)	(94, 0.00014332714180556038)	(96, 0.04806682410807699)	(98, 2.447271423625398e-05)	(100, 0.0)
PM2497_R1_unpaired	(1, 0.0)	(2, 0.22567015039742766)	(3, 5.69299067601987e-05)	(4, 0.0004554392540815896)	(5, 0.00037004439394129157)	(6, 0.0021918014102676503)	(7, 0.0)	(8, 0.0)	(9, 0.0007400887878825831)	(10, 0.03216539731951227)	(12, 0.0)	(14, 0.00027041705711094386)	(16, 0.0012239929953442722)	(18, 0.05348564740120669)	(20, 0.0017363621561860606)	(22, 0.04763609948159627)	(24, 0.0033161670687815747)	(26, 0.050397199959465906)	(28, 0.003657746509342767)	(30, 0.0057926180128502185)	(32, 0.056986836666958904)	(34, 0.0)	(36, 4.269743007014903e-05)	(38, 0.0011812955652741233)	(40, 2.846495338009935e-05)	(42, 0.0007258563111925335)	(44, 0.0008966460314731297)	(46, 0.0016082698659756138)	(48, 0.04252664034986843)	(50, 0.0369095789649136)	(52, 0.04854658479067649)	(54, 0.020100835738871496)	(56, 0.0009486415979340694)	(58, 0.0003067785794924655)	(60, 0.0035104573232606195)	(62, 0.03915847961704002)	(64, 0.0006918720030205155)	(66, 0.0)	(68, 5.2498058884272754e-05)	(70, 0.00019931641716781155)	(72, 0.03027297699234969)	(74, 0.07343591079174448)	(76, 0.0)	(78, 0.00023467637913974468)	(80, 0.0023282503528068046)	(82, 0.21182356508279604)	(84, 0.01889043617244651)	(86, 0.0)	(88, 0.0004494239508509967)	(90, 0.057933641572334015)	(92, 0.0001068255946647025)	(94, 0.0012092629542293971)	(96, 0.040253589113117966)	(98, 5.970614426974758e-05)	(100, 0.0)
PM2497_R2_paired	(1, 0.0)	(2, 0.1384511829430617)	(3, 0.0002910740328610455)	(4, 0.001910173340650611)	(5, 0.00016069712230870218)	(6, 0.0008429018868267777)	(7, 0.09481736620448558)	(8, 1.2128084702543561e-05)	(9, 0.0007580052939089726)	(10, 0.00038809871048139396)	(12, 2.4256169405087122e-05)	(14, 1.66761164659974e-05)	(16, 1.3644095290361507e-05)	(18, 2.1224148229451234e-05)	(20, 0.00017282520701124575)	(22, 0.00043812705987938624)	(24, 0.0007716493891993341)	(26, 0.2713643792088244)	(28, 0.000830773802124234)	(30, 0.05729913617716706)	(32, 0.0742314584325057)	(34, 4.548031763453836e-06)	(36, 1.5160105878179453e-05)	(38, 0.0)	(40, 2.5772179992905068e-05)	(42, 0.00013492494231579714)	(44, 0.000691300828044983)	(46, 0.047093352899976654)	(48, 0.05260405138669488)	(50, 3.640911962885272e-05)	(52, 5.628555041000829e-05)	(54, 0.08571140988884961)	(56, 0.00015142473931198687)	(58, 6.137148295182288e-06)	(60, 8.161636624349556e-05)	(62, 0.054608384642993106)	(64, 0.028990682818553392)	(66, 0.0489275763426918)	(68, 0.10166531144359334)	(70, 0.024444909966262793)	(72, 0.0003674335350676569)	(74, 0.0001565260208292242)	(76, 4.739090128359237e-05)	(78, 2.1569937003173835e-05)	(80, 1.8568572387384983e-05)	(82, 0.02588126881488251)	(84, 1.7567081481675109e-06)	(86, 2.3358778529940428e-05)	(88, 1.4732344785632046e-05)	(90, 1.8920569764199183e-06)	(92, 5.844572820269976e-06)	(94, 0.0010435671211334585)	(96, 0.07182609248988449)	(98, 6.730814367309745e-05)	(100, 1.4091528990079845e-05)
PM2497_R2_unpaired	(1, 0.0)	(2, 0.4521569282196837)	(3, 0.0011130679563892793)	(4, 0.002010703405090311)	(5, 0.0010771625384412382)	(6, 0.003339203869167838)	(7, 0.0927436945597906)	(8, 7.181083589608254e-05)	(9, 0.001867081733298146)	(10, 0.0006642502320387634)	(12, 0.00014362167179216508)	(14, 1.7952708974020635e-05)	(16, 5.385812692206191e-05)	(18, 0.00023338521666226825)	(20, 0.0006822029410127842)	(22, 0.0024774738384148475)	(24, 0.0024236157114927853)	(26, 0.21151881713191112)	(28, 0.0021902304948305173)	(30, 0.04310445424662355)	(32, 0.07240327529222522)	(34, 3.590541794804127e-05)	(36, 7.181083589608254e-05)	(38, 0.0)	(40, 7.181083589608254e-05)	(42, 0.00048472314229855716)	(44, 0.0026570009281550538)	(46, 0.04166823752870189)	(48, 0.04832869255806355)	(50, 0.00018011050499923723)	(52, 0.0004376825729024154)	(54, 0.06769077671149157)	(56, 0.0008226350271263901)	(58, 1.892301191525291e-05)	(60, 0.00045974510199061963)	(62, 0.04787909393424087)	(64, 0.022693100786078)	(66, 0.04368413500629753)	(68, 0.0990097008892482)	(70, 0.022525114579595818)	(72, 0.001940142635948715)	(74, 0.0010193030515385105)	(76, 0.00010834344177645109)	(78, 6.657429113913937e-05)	(80, 0.00018223844853119226)	(82, 0.02125373111944597)	(84, 0.0)	(86, 0.00019922496507959907)	(88, 0.00012879487664284303)	(90, 0.0)	(92, 0.00011095448036965594)	(94, 0.003740826342784003)	(96, 0.06493442371297428)	(98, 0.0002855738559038746)	(100, 0.0)
PM2524_R1_paired	(1, 0.0)	(2, 0.1543964054676129)	(3, 0.00023653574781652164)	(4, 0.0005037904239209032)	(5, 0.00021196060518623367)	(6, 0.0011673192749386782)	(7, 0.0)	(8, 1.228757131514398e-05)	(9, 0.0005406531378663351)	(10, 0.04625656221585951)	(12, 0.0)	(14, 0.0001689541055832297)	(16, 0.0005437250306951211)	(18, 0.07416470856538028)	(20, 0.0004761433884618292)	(22, 0.04635179089355188)	(24, 0.001322449862792371)	(26, 0.06431468420987799)	(28, 0.002067383873772975)	(30, 0.0015820248068247873)	(32, 0.07188382814000667)	(34, 0.0)	(36, 1.5359464143929975e-06)	(38, 8.908489203479385e-05)	(40, 0.0)	(42, 4.915028526057592e-05)	(44, 0.0001274835523946188)	(46, 0.0002472873727172726)	(48, 0.023369424694989455)	(50, 0.049962659065631396)	(52, 0.06708059189814232)	(54, 0.025134528665242992)	(56, 5.4419977343564066e-05)	(58, 1.4052811903643553e-05)	(60, 0.0011492285321366472)	(62, 0.04849603626202725)	(64, 8.22648760682806e-05)	(66, 0.0)	(68, 0.0)	(70, 3.0550883726922245e-05)	(72, 0.028307077692691328)	(74, 0.0964231686316718)	(76, 0.0)	(78, 2.0091574382298358e-05)	(80, 0.00026813020504578623)	(82, 0.24492495096215414)	(84, 0.023863902889058868)	(86, 0.0)	(88, 8.17177521865219e-05)	(90, 0.06982157200660097)	(92, 0.0001597508191508521)	(94, 0.00011686245120043156)	(96, 0.04777127063596337)	(98, 1.0485003770931606e-05)	(100, 0.0)
PM2524_R1_unpaired	(1, 0.0)	(2, 0.2105054128581735)	(3, 0.00017192887216594058)	(4, 0.0002793844172696535)	(5, 0.0002793844172696535)	(6, 0.002278057556198713)	(7, 0.0)	(8, 2.1491109020742573e-05)	(9, 0.00045131328943559404)	(10, 0.03808224518475584)	(12, 0.0)	(14, 0.0002686388627592822)	(16, 0.0008166621427882178)	(18, 0.060873566301253346)	(20, 0.00141841319536901)	(22, 0.04903196523082418)	(24, 0.002428495319343911)	(26, 0.054308032495416485)	(28, 0.0032236663531113856)	(30, 0.004351949576700371)	(32, 0.06433363485359289)	(34, 0.0)	(36, 2.1491109020742573e-05)	(38, 0.0009026265788711881)	(40, 1.0745554510371286e-05)	(42, 0.000558768834539307)	(44, 0.0005695143890496782)	(46, 0.001235738768692698)	(48, 0.042509413643028814)	(50, 0.04340576792145561)	(52, 0.05624860265910628)	(54, 0.022700079975488778)	(56, 0.0007052261173216408)	(58, 0.0002267280389237628)	(60, 0.00260615369142727)	(62, 0.04286040874450066)	(64, 0.0005191590331606933)	(66, 0.0)	(68, 2.433287765964436e-05)	(70, 0.00011155348264395141)	(72, 0.02958033328607556)	(74, 0.08326832048964886)	(76, 0.0)	(78, 4.069687152296104e-05)	(80, 0.0016016754629946694)	(82, 0.22849125817555768)	(84, 0.02053733610040859)	(86, 0.0)	(88, 0.0002109466547552122)	(90, 0.0644764067375835)	(92, 9.499104313622427e-05)	(94, 0.0008512169189802101)	(96, 0.04436675955566013)	(98, 0.00010176960379397083)	(100, 0.0)
PM2524_R2_paired	(1, 0.0)	(2, 0.13936256196353422)	(3, 0.0003379082111664594)	(4, 0.0019168611251624609)	(5, 0.0001812416768983737)	(6, 0.0012502603813158999)	(7, 0.09553279508241566)	(8, 1.5359464143929975e-05)	(9, 0.0007956202426555726)	(10, 0.00034865983606721044)	(12, 1.843135697271597e-05)	(14, 2.457514263028796e-05)	(16, 2.457514263028796e-05)	(18, 1.382351772953698e-05)	(20, 0.00015359464143929974)	(22, 0.0003701630858687124)	(24, 0.0008155875460426817)	(26, 0.2692590861751644)	(28, 0.0011104892576061373)	(30, 0.05586390703788771)	(32, 0.0739158852462486)	(34, 2.457514263028796e-05)	(36, 1.9967303387108967e-05)	(38, 3.071892828785995e-06)	(40, 1.843135697271597e-05)	(42, 0.00014437896295294177)	(44, 0.0007756529392684637)	(46, 0.047632770203155636)	(48, 0.052274400267451275)	(50, 4.150489939973308e-05)	(52, 8.479712442158726e-05)	(54, 0.08441740962409187)	(56, 0.00016433000509779582)	(58, 2.3322907268182895e-05)	(60, 8.265992011994859e-05)	(62, 0.0539730837904151)	(64, 0.028565626168093043)	(66, 0.04961997663001158)	(68, 0.10238066816748727)	(70, 0.024586596836485262)	(72, 0.0003364261092357314)	(74, 0.00012424812136840492)	(76, 5.8668882264411554e-05)	(78, 1.3189515515626716e-05)	(80, 2.504017278386959e-05)	(82, 0.025509637118730968)	(84, 0.0)	(86, 1.3956792805077914e-05)	(88, 1.598459937132571e-05)	(90, 0.0)	(92, 1.4867411034573887e-05)	(94, 0.0013031239152325692)	(96, 0.07171261608948899)	(98, 5.3168144543408536e-05)	(100, 1.633235115110275e-05)
PM2524_R2_unpaired	(1, 0.0)	(2, 0.41962654388020515)	(3, 0.0010807030705563146)	(4, 0.0019522378048759232)	(5, 0.0010807030705563146)	(6, 0.004706287565325886)	(7, 0.08938460235181905)	(8, 6.972277874556869e-05)	(9, 0.0019522378048759232)	(10, 0.0006623663980829025)	(12, 0.00015687625217752953)	(14, 3.4861389372784345e-05)	(16, 3.4861389372784345e-05)	(18, 0.00027889111498227476)	(20, 0.0005577822299645495)	(22, 0.0025100200348404725)	(24, 0.0022136982251718057)	(26, 0.21450212881074204)	(28, 0.003573292410710395)	(30, 0.04247860295073772)	(32, 0.07164015516107182)	(34, 3.4861389372784345e-05)	(36, 8.715347343196085e-05)	(38, 0.0)	(40, 6.972277874556869e-05)	(42, 0.0005403515352781573)	(44, 0.0033118319904145124)	(46, 0.04300152379132949)	(48, 0.04667940037015823)	(50, 0.00036721876550843533)	(52, 0.0005661527356234801)	(54, 0.06872565705378243)	(56, 0.000759494357589835)	(58, 1.827558522535898e-05)	(60, 0.0005907973345439755)	(62, 0.048317283870667936)	(64, 0.02198250494512016)	(66, 0.046836262905012055)	(68, 0.09793486106829824)	(70, 0.021944556930617747)	(72, 0.002072623953769037)	(74, 0.0008395988396744035)	(76, 0.0001420618285549146)	(78, 4.131918949930645e-05)	(80, 0.00012626507078840752)	(82, 0.022480567608591007)	(84, 0.0)	(86, 0.00015664300611355274)	(88, 0.00022931971846876806)	(90, 2.3575942353991834e-05)	(92, 0.0001698137192018561)	(94, 0.004734583014060465)	(96, 0.06634464385794489)	(98, 0.00018914568568148245)	(100, 0.0)
PM2528_R1_paired	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)												
PM2528_R1_unpaired	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)												
PM2528_R2_paired	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)												
PM2528_R2_unpaired	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)												
PM2539_R1_paired	(1, 0.0)	(2, 0.15428783396076298)	(3, 0.00026394937073998676)	(4, 0.0005278987414799735)	(5, 0.0002309556993974884)	(6, 0.0010793643910617316)	(7, 0.0)	(8, 4.713381620356907e-06)	(9, 0.0006598734268499669)	(10, 0.04779840301203939)	(12, 0.0)	(14, 0.0001979620280549901)	(16, 0.0006457332819888962)	(18, 0.07599385186501441)	(20, 0.00044777125393390615)	(22, 0.04554540659750879)	(24, 0.0013574539066627891)	(26, 0.06553014466782207)	(28, 0.0018994927930038334)	(30, 0.0015436324806668868)	(32, 0.07220900642386781)	(34, 0.0)	(36, 0.0)	(38, 0.00011312115888856576)	(40, 0.0)	(42, 4.949050701374752e-05)	(44, 0.00016261166590231328)	(46, 0.0002710194431705221)	(48, 0.02362111199041864)	(50, 0.05081227812160921)	(52, 0.06823254759196894)	(54, 0.024923146982996375)	(56, 7.582018670403021e-05)	(58, 2.2333730402244628e-05)	(60, 0.0010420369829774554)	(62, 0.049690672413386885)	(64, 6.296087029132048e-05)	(66, 0.0)	(68, 2.7399033329225307e-06)	(70, 3.9349586192724887e-05)	(72, 0.027639678035429542)	(74, 0.09747130432673554)	(76, 0.0)	(78, 6.438337466745987e-06)	(80, 0.00024495362809710727)	(82, 0.23749526069850288)	(84, 0.023528670853447065)	(86, 0.0)	(88, 4.815400614244477e-05)	(90, 0.06774469697664358)	(92, 0.0001199188815387991)	(94, 0.0001721454275266587)	(96, 0.04747988105153064)	(98, 1.0370731348641536e-05)	(100, 0.0)
PM2539_R1_unpaired	(1, 0.0)	(2, 0.19006543587146593)	(3, 0.0002000057201635967)	(4, 0.0007000200205725883)	(5, 0.00022000629217995636)	(6, 0.001620046333325133)	(7, 0.0)	(8, 2.000057201635967e-05)	(9, 0.000480013728392632)	(10, 0.03801108711709155)	(12, 0.0)	(14, 0.00014000400411451767)	(16, 0.0008500243106952859)	(18, 0.06301180213754114)	(20, 0.0008900254547280052)	(22, 0.046051317067668136)	(24, 0.0018800537695378087)	(26, 0.05730163882687045)	(28, 0.0023800680699468005)	(30, 0.0032300923806420864)	(32, 0.06515186334329162)	(34, 0.0)	(36, 2.000057201635967e-05)	(38, 0.0006500185905316892)	(40, 0.0)	(42, 0.00036001029629447405)	(44, 0.000420012012343553)	(46, 0.000730020878597128)	(48, 0.03338095469530429)	(50, 0.04331556617197124)	(52, 0.05573966619449507)	(54, 0.021929833814263694)	(56, 0.00031360118623433535)	(58, 0.0001558411431081425)	(60, 0.001969336622624545)	(62, 0.04380741346839243)	(64, 0.0004984856628669182)	(66, 0.0)	(68, 1.3630340265088309e-05)	(70, 0.00014365987318281035)	(72, 0.028194738350851123)	(74, 0.0866452419796936)	(76, 0.0)	(78, 7.427115395648936e-05)	(80, 0.0010473736814001757)	(82, 0.2247997524333978)	(84, 0.02329218666062684)	(86, 0.0)	(88, 0.00011878877265539473)	(90, 0.06609733168813334)	(92, 0.00028664562340341643)	(94, 0.0005581834477875202)	(96, 0.04637629306781483)	(98, 8.453761867672702e-05)	(100, 0.0)
PM2539_R2_paired	(1, 0.0)	(2, 0.14186807339112253)	(3, 0.0003582170031471249)	(4, 0.0017392378179116985)	(5, 0.0002168155545364177)	(6, 0.0011877721683299406)	(7, 0.0928724714475125)	(8, 1.414014486107072e-05)	(9, 0.0008201284019421017)	(10, 0.000353503621526768)	(12, 1.6496835671249172e-05)	(14, 1.8853526481427628e-05)	(16, 1.6496835671249172e-05)	(18, 1.1783454050892266e-05)	(20, 0.00012254792212927957)	(22, 0.0003959240561099802)	(24, 0.0007989181846504957)	(26, 0.2716675331433212)	(28, 0.0009568164689324521)	(30, 0.055771088022873096)	(32, 0.07590429761422764)	(34, 1.6496835671249172e-05)	(36, 1.414014486107072e-05)	(38, 0.0)	(40, 1.8853526481427628e-05)	(42, 0.00015318490266159947)	(44, 0.0007187906971044283)	(46, 0.04930904182136378)	(48, 0.05387630861148962)	(50, 3.306595571712736e-05)	(52, 7.627634701228051e-05)	(54, 0.08351340485186175)	(56, 0.00018217411249508918)	(58, 1.4751981934919615e-05)	(60, 6.485473512153802e-05)	(62, 0.05252461775941929)	(64, 0.028079083383850546)	(66, 0.04907934837657863)	(68, 0.10134306433134753)	(70, 0.024861081349760318)	(72, 0.00042553315006099636)	(74, 0.00013010062010870456)	(76, 5.088451809502851e-05)	(78, 1.8671205180238744e-05)	(80, 5.174933617730435e-05)	(82, 0.025331052272020194)	(84, 0.0)	(86, 1.462779734225356e-05)	(88, 1.528273070915347e-05)	(90, 4.009633545556554e-06)	(92, 1.2613650568326947e-05)	(94, 0.0016492114130707263)	(96, 0.07271109762089932)	(98, 6.331299671176646e-05)	(100, 1.2866306148479618e-05)
PM2539_R2_unpaired	(1, 0.0)	(2, 0.3919450700126628)	(3, 0.0007865118461792566)	(4, 0.0019225845128826272)	(5, 0.0012671579743999133)	(6, 0.00410733964115834)	(7, 0.09473098236203491)	(8, 8.73902051310285e-05)	(9, 0.0019662796154481417)	(10, 0.000524341230786171)	(12, 4.369510256551425e-05)	(14, 4.369510256551425e-05)	(16, 6.554265384827137e-05)	(18, 0.0002403230641103284)	(20, 0.000699121641048228)	(22, 0.002556163500082584)	(24, 0.002031822269296413)	(26, 0.21983006100710223)	(28, 0.0029057243206066976)	(30, 0.0448967178860659)	(32, 0.06908195715607804)	(34, 2.1847551282757125e-05)	(36, 0.0)	(38, 0.0)	(40, 8.73902051310285e-05)	(42, 0.00037140837180687114)	(44, 0.002818334115475669)	(46, 0.04301782847574878)	(48, 0.04891666732209321)	(50, 0.00024140997470901317)	(52, 0.00042400483276245173)	(54, 0.06886818081423642)	(56, 0.001060092251071327)	(58, 2.346526600929506e-05)	(60, 0.00043066311832158145)	(62, 0.0465143236971404)	(64, 0.022420879443982206)	(66, 0.04319535800045787)	(68, 0.09690058153557835)	(70, 0.02149530599656456)	(72, 0.0016239902560584636)	(74, 0.0008074071532236741)	(76, 5.981762801570572e-05)	(78, 3.124766618993144e-05)	(80, 0.0001630015762252421)	(82, 0.02119090149626782)	(84, 0.0)	(86, 7.413654097433949e-05)	(88, 0.00011651942495333397)	(90, 0.0)	(92, 0.00017116246270262961)	(94, 0.0053387385094775955)	(96, 0.06983514561159365)	(98, 0.0002924257348293184)	(100, 0.0)
PM2577_R1_paired	(1, 0.0)	(2, 0.15281224961429044)	(3, 0.0002425807362528321)	(4, 0.0005161028929460764)	(5, 0.00018564852264247355)	(6, 0.001073048460873497)	(7, 0.0)	(8, 4.950627270465961e-06)	(9, 0.00048021084523519825)	(10, 0.04529823952476354)	(12, 0.0)	(14, 0.00018688617946009003)	(16, 0.0005860305031414082)	(18, 0.0756474411779463)	(20, 0.0004498882532035942)	(22, 0.04607734449145313)	(24, 0.0013168668539439456)	(26, 0.06351531022326067)	(28, 0.002083595252457361)	(30, 0.0016139044901719033)	(32, 0.07167456279339737)	(34, 0.0)	(36, 1.2376568176164902e-06)	(38, 0.00011819622608237482)	(40, 0.0)	(42, 6.497698292486574e-05)	(44, 0.0001837920374160488)	(46, 0.00022896651125905074)	(48, 0.02403900836856509)	(50, 0.050150975875459726)	(52, 0.06650960314098567)	(54, 0.025857499160207343)	(56, 8.431231010877056e-05)	(58, 2.8200398347546898e-05)	(60, 0.001167885701611203)	(62, 0.0490096884659597)	(64, 5.514337782129921e-05)	(66, 0.0)	(68, 1.919115425964941e-06)	(70, 4.696937597329957e-05)	(72, 0.029082508472091446)	(74, 0.09860978093732646)	(76, 0.0)	(78, 2.0033778687127317e-05)	(80, 0.00023339831999483356)	(82, 0.24620869218625482)	(84, 0.023958043002831685)	(86, 7.11985994438065e-07)	(88, 8.429401441211098e-05)	(90, 0.07099267566890052)	(92, 0.00018383301243793566)	(94, 0.00016371868842875008)	(96, 0.04851947970260772)	(98, 2.704453128011477e-05)	(100, 0.0)
