tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,sample_name,uploader,overall_job_status,runtime_seconds,total_reads,passed_filters,passed_filters_percent,host_organism,total_ercc_reads,subsampled_fraction,quality_control,compression_ratio,reads_after_bowtie2_ercc_filtered,reads_after_fastp,reads_after_bowtie2_host_filtered,reads_after_hisat2_host_filtered,reads_after_czid_dedup,sample_type,nucleotide_type,collection_date,water_control,state,site,habitat,species,lineage,family
1312873,2,1312873,Alphamesonivirus,,viruses,False,0.1812491210455964,6.0,,,99.505,100.167,10^-55.1257,0.1812491210455964,6.0,,,99.5,32.6667,10^-13.3093,"[2606253, 1312874]",0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Alphamesonivirus', 'subfamily': 'Hexponivirinae', 'family': 'Mesoniviridae', 'suborder': 'Mesnidovirineae', 'order': 'Nidovirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Mesoniviridae
2606253,1,1312873,Odorna virus,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,100.0,33.0,10^-13.5045,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Odorna virus', 'genus': 'Alphamesonivirus', 'subfamily': 'Hexponivirinae', 'family': 'Mesoniviridae', 'suborder': 'Mesnidovirineae', 'order': 'Nidovirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Mesoniviridae
1312874,1,1312873,Alphamesonivirus 1,,viruses,False,0.1812491210455964,6.0,,,99.505,100.167,10^-55.1257,0.1510409342046636,5.0,,,99.4,32.6,10^-13.2702,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Alphamesonivirus cavallyense', 'subgenus': 'Namcalivirus', 'genus': 'Alphamesonivirus', 'subfamily': 'Hexponivirinae', 'family': 'Mesoniviridae', 'suborder': 'Mesnidovirineae', 'order': 'Nidovirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Mesoniviridae
1308858,2,1308858,Sigmavirus,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,63.6,33.0,10^-6.03339,[2844833],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Sigmavirus', 'subfamily': 'Alpharhabdovirinae', 'family': 'Rhabdoviridae', 'order': 'Mononegavirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Rhabdoviridae
2844833,1,1308858,Sigmavirus hippoboscid,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,63.6,33.0,10^-6.03339,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Sigmavirus hippoboscid', 'genus': 'Sigmavirus', 'subfamily': 'Alpharhabdovirinae', 'family': 'Rhabdoviridae', 'order': 'Mononegavirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Rhabdoviridae
1299308,2,1299308,Quaranjavirus,,viruses,False,,,,,,,,16.856168257240466,558.0,,,46.3278,399.146,10^-98.4427,"[2607739, 2607738, 2607737, 1608131]",0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Quaranjavirus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2607739,1,1299308,Guadeloupe mosquito quaranja-like virus 3,,viruses,False,,,,,,,,11.328070065349776,375.0,,,39.7754,467.49,10^-96.5073,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Guadeloupe mosquito quaranja-like virus 3', 'genus': 'Quaranjavirus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2607738,1,1299308,Guadeloupe mosquito quaranja-like virus 2,,viruses,False,,,,,,,,0.0604163736818654,2.0,,,83.3,33.0,10^-11.1919,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Guadeloupe mosquito quaranja-like virus 2', 'genus': 'Quaranjavirus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2607737,1,1299308,Guadeloupe mosquito quaranja-like virus 1,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,88.9,27.0,10^-5.37675,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Guadeloupe mosquito quaranja-like virus 1', 'genus': 'Quaranjavirus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
1608131,1,1299308,Wuhan Mosquito Virus 6,,viruses,False,,,,,,,,5.437473631367892,180.0,,,59.6314,259.738,10^-104.128,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Wuhan Mosquito Virus 6', 'genus': 'Quaranjavirus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
699166,2,699166,Citrivirus,,viruses,False,0.6041637368186547,20.0,,,96.9675,39.45,10^-12.9072,,,,,,,,[129141],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Citrivirus', 'subfamily': 'Trivirinae', 'family': 'Betaflexiviridae', 'order': 'Tymovirales', 'class': 'Alsuviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Betaflexiviridae
129141,1,699166,Citrus leaf blotch virus,,viruses,False,0.6041637368186547,20.0,,,96.9675,39.45,10^-12.9072,,,,,,,,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Citrivirus citri', 'genus': 'Citrivirus', 'subfamily': 'Trivirinae', 'family': 'Betaflexiviridae', 'order': 'Tymovirales', 'class': 'Alsuviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Betaflexiviridae
694002,2,694002,Betacoronavirus,,viruses,False,0.0604163736818654,2.0,,,97.295,37.0,10^-11.5281,,,,,,,,[694009],1,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Betacoronavirus', 'subfamily': 'Orthocoronavirinae', 'family': 'Coronaviridae', 'suborder': 'Cornidovirineae', 'order': 'Nidovirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Coronaviridae
694009,1,694002,Severe acute respiratory syndrome-related coronavirus,,viruses,False,0.0604163736818654,2.0,,,97.295,37.0,10^-11.5281,,,,,,,,,1,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Betacoronavirus pandemicum', 'subgenus': 'Sarbecovirus', 'genus': 'Betacoronavirus', 'subfamily': 'Orthocoronavirinae', 'family': 'Coronaviridae', 'suborder': 'Cornidovirineae', 'order': 'Nidovirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Coronaviridae
542837,2,542837,Zindervirus,,viruses,True,,,,,,,,0.906245605227982,30.0,,,100.0,60.0,10^-37.9508,[194966],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Zindervirus', 'subfamily': 'Molineuxvirinae', 'family': 'Autosignataviridae', 'order': 'Autographivirales', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Autosignataviridae
194966,1,542837,Zindervirus SP6,,viruses,True,,,,,,,,0.906245605227982,30.0,,,100.0,60.0,10^-37.9508,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Zindervirus SP6', 'genus': 'Zindervirus', 'subfamily': 'Molineuxvirinae', 'family': 'Autosignataviridae', 'order': 'Autographivirales', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Autosignataviridae
208294,2,208294,Seadornavirus,,viruses,False,0.0604163736818654,2.0,,,89.362,94.0,10^-37.8843,0.1208327473637309,4.0,,,76.975,31.5,10^-6.28194,[246280],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Seadornavirus', 'family': 'Sedoreoviridae', 'order': 'Reovirales', 'class': 'Resentoviricetes', 'phylum': 'Duplornaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Sedoreoviridae
246280,1,208294,Liao ning virus,,viruses,False,0.0604163736818654,2.0,,,89.362,94.0,10^-37.8843,0.1208327473637309,4.0,,,76.975,31.5,10^-6.28194,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Seadornavirus liaoningense', 'genus': 'Seadornavirus', 'family': 'Sedoreoviridae', 'order': 'Reovirales', 'class': 'Resentoviricetes', 'phylum': 'Duplornaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Sedoreoviridae
186846,2,186846,Salasvirus,,viruses,True,0.0302081868409327,1.0,,,97.5,40.0,10^-13.5526,,,,,,,,[2843779],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Salasvirus', 'subfamily': 'Picovirinae', 'family': 'Salasmaviridae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Salasmaviridae
2843779,1,186846,Salasvirus PZA,,viruses,True,0.0302081868409327,1.0,,,97.5,40.0,10^-13.5526,,,,,,,,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Salasvirus PZA', 'genus': 'Salasvirus', 'subfamily': 'Picovirinae', 'family': 'Salasmaviridae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Salasmaviridae
186768,2,186768,Mitovirus,,viruses,False,0.0604163736818654,2.0,,,88.9255,99.0,10^-39.9204,0.0604163736818654,2.0,,,95.45,33.0,10^-10.3825,"[2741888, 2691991]",0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Mitovirus', 'family': 'Mitoviridae', 'order': 'Cryppavirales', 'class': 'Howeltoviricetes', 'phylum': 'Lenarviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Mitoviridae
2741888,1,186768,Erysiphe necator associated mitovirus 21,,viruses,False,0.0604163736818654,2.0,,,88.9255,99.0,10^-39.9204,0.0302081868409327,1.0,,,93.9,33.0,10^-10.2464,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Erysiphe necator associated mitovirus 21', 'genus': 'Mitovirus', 'family': 'Mitoviridae', 'order': 'Cryppavirales', 'class': 'Howeltoviricetes', 'phylum': 'Lenarviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Mitoviridae
2691991,1,186768,Erysiphe necator associated mitovirus 3,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,97.0,33.0,10^-10.5186,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Erysiphe necator associated mitovirus 3', 'genus': 'Mitovirus', 'family': 'Mitoviridae', 'order': 'Cryppavirales', 'class': 'Howeltoviricetes', 'phylum': 'Lenarviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Mitoviridae
186767,2,186767,Narnavirus,,viruses,False,41.355007785236914,1369.0,,,97.2637,715.264,10^-307.386,0.0604163736818654,2.0,,,70.25,39.0,10^-6.18164,"[2719528, 2507127]",0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Narnavirus', 'family': 'Narnaviridae', 'order': 'Wolframvirales', 'class': 'Amabiliviricetes', 'phylum': 'Lenarviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Narnaviridae
2719528,1,186767,Plasmopara viticola lesion associated narnavirus 42,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,68.8,32.0,10^-5.10679,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Plasmopara viticola lesion associated narnavirus 42', 'genus': 'Narnavirus', 'family': 'Narnaviridae', 'order': 'Wolframvirales', 'class': 'Amabiliviricetes', 'phylum': 'Lenarviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Narnaviridae
2507127,1,186767,Aedes taeniorhynchus narnavirus,,viruses,False,41.355007785236914,1369.0,,,97.2637,715.264,10^-307.386,0.0302081868409327,1.0,,,71.7,46.0,10^-7.25649,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Aedes taeniorhynchus narnavirus', 'genus': 'Narnavirus', 'family': 'Narnaviridae', 'order': 'Wolframvirales', 'class': 'Amabiliviricetes', 'phylum': 'Lenarviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Narnaviridae
186667,2,186667,Metavirus,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,75.0,32.0,10^-5.92445,[2812454],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Metavirus', 'family': 'Metaviridae', 'order': 'Ortervirales', 'class': 'Revtraviricetes', 'phylum': 'Artverviricota', 'kingdom': 'Pararnavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Metaviridae
2812454,1,186667,Ceratitis capitata metavirus 2,,viruses,False,,,,,,,,0.0302081868409327,1.0,,,75.0,32.0,10^-5.92445,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Ceratitis capitata metavirus 2', 'genus': 'Metavirus', 'family': 'Metaviridae', 'order': 'Ortervirales', 'class': 'Revtraviricetes', 'phylum': 'Artverviricota', 'kingdom': 'Pararnavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Metaviridae
186666,2,186666,Errantivirus,,viruses,False,,,,,,,,0.3927064289321255,13.0,,,60.4689,72.8462,10^-21.958,[2552986],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Errantivirus', 'family': 'Metaviridae', 'order': 'Ortervirales', 'class': 'Revtraviricetes', 'phylum': 'Artverviricota', 'kingdom': 'Pararnavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Metaviridae
2552986,1,186666,Lampyris noctiluca errantivirus 1,,viruses,False,,,,,,,,0.3927064289321255,13.0,,,60.4689,72.8462,10^-21.958,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Lampyris noctiluca errantivirus 1', 'genus': 'Errantivirus', 'family': 'Metaviridae', 'order': 'Ortervirales', 'class': 'Revtraviricetes', 'phylum': 'Artverviricota', 'kingdom': 'Pararnavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Metaviridae
104394,2,104394,Picobirnavirus,,viruses,False,,,,,,,,45.5841539429675,1509.0,,,82.8318,27.1309,10^-7.74769,[1907787],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Orthopicobirnavirus', 'family': 'Picobirnaviridae', 'order': 'Durnavirales', 'class': 'Duplopiviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Picobirnaviridae
1907787,1,104394,Picobirnavirus sp.,,viruses,False,,,,,,,,45.5841539429675,1509.0,,,82.8318,27.1309,10^-7.74769,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Picobirnavirus sp.', 'genus': 'Orthopicobirnavirus', 'family': 'Picobirnaviridae', 'order': 'Durnavirales', 'class': 'Duplopiviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Picobirnaviridae
12270,2,12270,Nepovirus,,viruses,False,0.0302081868409327,1.0,,,97.368,38.0,10^-12.2026,,,,,,,,[3047374],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Nepovirus', 'subfamily': 'Comovirinae', 'family': 'Secoviridae', 'order': 'Picornavirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Secoviridae
3047374,1,12270,Nepovirus arabis,,viruses,False,0.0302081868409327,1.0,,,97.368,38.0,10^-12.2026,,,,,,,,,0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Nepovirus arabis', 'genus': 'Nepovirus', 'subfamily': 'Comovirinae', 'family': 'Secoviridae', 'order': 'Picornavirales', 'class': 'Pisoniviricetes', 'phylum': 'Pisuviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Secoviridae
11584,2,11584,Phlebovirus,,viruses,False,,,,,,,,0.2416654947274618,8.0,,,70.825,29.625,10^-5.35503,[2661635],0,PM2577,Jorge Alberto Castro Rodríguez,COMPLETE,19809,150000000,2939542,1.96,Mosquito,1546.0,0.220693,88.256,1.48,149998454,132382326,26347084,26217300,8980510,Whole Body,RNA,01/01/2024,No,Campeche,Nuevo_Conhuas,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Phlebovirus', 'family': 'Phenuiviridae', 'order': 'Hareavirales', 'class': 'Bunyaviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Phenuiviridae
