tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen,sample_name,uploader,overall_job_status,runtime_seconds,total_reads,passed_filters,passed_filters_percent,host_organism,total_ercc_reads,subsampled_fraction,quality_control,compression_ratio,reads_after_bowtie2_ercc_filtered,reads_after_fastp,reads_after_bowtie2_host_filtered,reads_after_hisat2_host_filtered,reads_after_czid_dedup,sample_type,nucleotide_type,collection_date,water_control,state,site,habitat,species,lineage,family
2789884,1,-200011270,Aedes rhabdo-like virus,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,69.0,29.0,10^-5.06349,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Aedes rhabdo-like virus', 'family': 'Rhabdoviridae', 'order': 'Mononegavirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Rhabdoviridae
1955137,1,-200011270,Rhabdoviridae sp.,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,71.0,31.0,10^-4.9431,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Rhabdoviridae sp.', 'family': 'Rhabdoviridae', 'order': 'Mononegavirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Rhabdoviridae
-200011308,2,-200011308,non-genus-specific reads in family Orthomyxoviridae,,viruses,False,,,,,,,,0.2583999181696917,10.0,,,76.5,31.2,10^-6.76439,"[2952026, 2894005, 2892532, 2805755, 2805753, 1963253]",0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2952026,1,-200011308,XiangYun orthomyxo-like virus 2,,viruses,False,,,,,,,,0.0516799836339383,2.0,,,71.75,32.0,10^-6.52317,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'XiangYun orthomyxo-like virus 2', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2894005,1,-200011308,Palmetto orthomyxo-like virus,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,90.9,33.0,10^-11.6003,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Palmetto orthomyxo-like virus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2892532,1,-200011308,Aedes orthomyxo-like virus 2,,viruses,False,,,,,,,,0.0775199754509075,3.0,,,72.4667,30.0,10^-5.51145,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Aedes orthomyxo-like virus 2', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2805755,1,-200011308,Culex pipiens orthomyxo-like virus,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,78.6,28.0,10^-6.3098,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Culex pipiens orthomyxo-like virus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
2805753,1,-200011308,Aedes detritus orthomyxo-like virus,,viruses,False,,,,,,,,0.0516799836339383,2.0,,,81.35,32.5,10^-8.14804,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Aedes detritus orthomyxo-like virus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
1963253,1,-200011308,Whidbey virus,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,71.9,32.0,10^-3.85699,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Whidbey virus', 'family': 'Orthomyxoviridae', 'order': 'Articulavirales', 'class': 'Insthoviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Orthomyxoviridae
-200012283,2,-200012283,non-genus-specific reads in family Nodaviridae,,viruses,False,,,,,,,,1687.532345590806,65307.0,,,48.8804,123.559,10^-30.5869,[2304481],0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2304481,1,-200012283,Culex mosquito virus 1,,viruses,False,,,,,,,,1687.532345590806,65307.0,8.0,64414.0,48.8804,123.559,10^-30.5869,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Culex mosquito virus 1', 'family': 'Nodaviridae', 'order': 'Nodamuvirales', 'class': 'Magsaviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Nodaviridae
-200039724,2,-200039724,non-genus-specific reads in family Circoviridae,,viruses,False,0.0258399918169691,1.0,,,86.364,44.0,10^-9.39414,,,,,,,,[1954248],0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
1954248,1,-200039724,Circoviridae sp.,,viruses,False,0.0258399918169691,1.0,,,86.364,44.0,10^-9.39414,,,,,,,,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Galvornvirus isengard', 'genus': 'Galvornvirus', 'family': 'Nenyaviridae', 'order': 'Rohanvirales', 'class': 'Arfiviricetes', 'phylum': 'Cressdnaviricota', 'kingdom': 'Shotokuvirae', 'realm': 'Floreoviria', 'acellular root': 'Viruses'})",Nenyaviridae
-200039738,2,-200039738,non-genus-specific reads in family Tombusviridae,,viruses,False,0.4909598445224143,19.0,,,94.6286,37.2667,10^-10.3356,2125.7269268229693,82265.0,,,56.0473,144.065,10^-52.1142,"[2822555, 2822553, 2822551, 2796562, 2304516]",0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2822555,1,-200039738,Hymenopteran tombus-related virus,,viruses,False,,,,,,,,0.0516799836339383,2.0,,,88.0,25.0,10^-4.53611,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Hymenopteran tombus-related virus', 'family': 'Tombusviridae', 'order': 'Tolivirales', 'class': 'Tolucaviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Tombusviridae
2822553,1,-200039738,Dipteran tombus-related virus,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,86.4,22.0,10^-3.31336,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Dipteran tombus-related virus', 'family': 'Tombusviridae', 'order': 'Tolivirales', 'class': 'Tolucaviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Tombusviridae
2822551,1,-200039738,Coleopteran tombus-related virus,,viruses,False,,,,,,,,57.57150176820733,2228.0,,,80.4579,32.2293,10^-6.80485,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Coleopteran tombus-related virus', 'family': 'Tombusviridae', 'order': 'Tolivirales', 'class': 'Tolucaviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Tombusviridae
2796562,1,-200039738,Soybean thrips tombus-like virus 10,,viruses,False,,,,,,,,0.155039950901815,6.0,,,72.6,32.8333,10^-6.26016,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Soybean thrips tombus-like virus 10', 'family': 'Tombusviridae', 'order': 'Tolivirales', 'class': 'Tolucaviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Tombusviridae
2304516,1,-200039738,Culex-associated Tombus-like virus,,viruses,False,0.4909598445224143,19.0,,,94.6286,37.2667,10^-10.3356,2067.9228651284093,80028.0,3.0,79926.0,55.5038,146.559,10^-53.1245,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Culex-associated Tombus-like virus', 'family': 'Tombusviridae', 'order': 'Tolivirales', 'class': 'Tolucaviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Tombusviridae
-200186665,2,-200186665,non-genus-specific reads in family Metaviridae,,viruses,False,,,,,,,,5.684798199733219,220.0,,,64.7778,78.1745,10^-21.3603,[2689361],0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2689361,1,-200186665,Chibugado virus,,viruses,False,,,,,,,,5.684798199733219,220.0,9.0,123.0,64.7778,78.1745,10^-21.3603,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Chibugado virus', 'family': 'Metaviridae', 'order': 'Ortervirales', 'class': 'Revtraviricetes', 'phylum': 'Artverviricota', 'kingdom': 'Pararnavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Metaviridae
-200196937,2,-200196937,non-genus-specific reads in family Nimaviridae,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,61.3,31.0,10^-3.1798,[2133792],0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2133792,1,-200196937,Hemigrapsus takanoi nimavirus,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,61.3,31.0,10^-3.1798,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Hemigrapsus takanoi nimavirus', 'family': 'Nimaviridae', 'class': 'Naldaviricetes', 'acellular root': 'Viruses'})",Nimaviridae
-201980417,2,-201980417,non-genus-specific reads in family Phasmaviridae,,viruses,False,,,,,,,,0.9819196890448288,38.0,,,86.9105,25.4737,10^-3.51992,[2778219],0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2778219,1,-201980417,Aedes phasmavirus,,viruses,False,,,,,,,,0.9819196890448288,38.0,,,86.9105,25.4737,10^-3.51992,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Aedes phasmavirus', 'family': 'Phasmaviridae', 'order': 'Elliovirales', 'class': 'Bunyaviricetes', 'subphylum': 'Polyploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Phasmaviridae
-202501952,2,-202501952,non-genus-specific reads in family Chuviridae,,viruses,False,,,,,,,,1.0594396644957362,41.0,,,67.2211,85.1081,10^-33.1156,"[2789882, 2789881]",0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"{'family': 'Unclassified', 'note': 'Could not retrieve from NCBI: The input integer is not a valid NCBI taxonomic identifier.'}",Unclassified
2789882,1,-202501952,Gurupi chuvirus-like 2,,viruses,False,,,,,,,,0.0258399918169691,1.0,,,63.6,33.0,10^-5.56543,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Gurupi chuvirus-like 2', 'family': 'Chuviridae', 'order': 'Jingchuvirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Chuviridae
2789881,1,-202501952,Gurupi chuvirus-like 1,,viruses,False,,,,,,,,1.033599672678767,40.0,3.0,31.0,67.3217,86.5556,10^-33.8809,,0,PM2622,Jorge Alberto Castro Rodríguez,COMPLETE,14135,77482320,2773386,3.579,Mosquito,474.0,0.499468,88.934,1.41,77481846,68907314,5679356,5575604,3925754,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Gurupi chuvirus-like 1', 'family': 'Chuviridae', 'order': 'Jingchuvirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Chuviridae
3044827,2,3044827,Siatvirus,,viruses,False,,,,,,,,0.0402154313722767,1.0,,,95.7,23.0,10^-4.19111,[3060704],0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Siatvirus', 'family': 'Chimalliviridae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Chimalliviridae
3060704,1,3044827,Siatvirus Lz245,,viruses,False,,,,,,,,0.0402154313722767,1.0,,,95.7,23.0,10^-4.19111,,0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Siatvirus Lz245', 'genus': 'Siatvirus', 'family': 'Chimalliviridae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Chimalliviridae
3044782,2,3044782,Orthoflavivirus,,viruses,False,0.1608617254891069,4.0,,,95.778,75.0,10^-34.5718,,,,,,,,[3052464],1,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Orthoflavivirus', 'family': 'Flaviviridae', 'order': 'Amarillovirales', 'class': 'Flasuviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Flaviviridae
3052464,1,3044782,Orthoflavivirus denguei,,viruses,False,0.1608617254891069,4.0,,,95.778,75.0,10^-34.5718,,,,,,,,,1,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Orthoflavivirus denguei', 'subgenus': 'Euflavivirus', 'genus': 'Orthoflavivirus', 'family': 'Flaviviridae', 'order': 'Amarillovirales', 'class': 'Flasuviricetes', 'phylum': 'Kitrinoviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Flaviviridae
3044752,2,3044752,Maaswegvirus,,viruses,False,,,,,,,,0.0402154313722767,1.0,,,95.7,23.0,10^-4.19111,[3060175],0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Maaswegvirus', 'family': 'Chimalliviridae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Chimalliviridae
3060175,1,3044752,Maaswegvirus Kp24,,viruses,False,,,,,,,,0.0402154313722767,1.0,,,95.7,23.0,10^-4.19111,,0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Maaswegvirus Kp24', 'genus': 'Maaswegvirus', 'family': 'Chimalliviridae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Chimalliviridae
2948734,2,2948734,Gylbovirus,,viruses,False,2.975941921548478,74.0,2.0,16.0,98.8457,141.889,10^-72.7385,1.97055613724156,49.0,,,98.94,27.3556,10^-8.54807,[2955967],0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Gylbovirus', 'family': 'Xinmoviridae', 'order': 'Mononegavirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Xinmoviridae
2955967,1,2948734,Gylbovirus aagae,,viruses,False,2.975941921548478,74.0,2.0,16.0,98.8457,141.889,10^-72.7385,1.97055613724156,49.0,,,98.94,27.3556,10^-8.54807,,0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Gylbovirus aagae', 'genus': 'Gylbovirus', 'family': 'Xinmoviridae', 'order': 'Mononegavirales', 'class': 'Monjiviricetes', 'subphylum': 'Haploviricotina', 'phylum': 'Negarnaviricota', 'kingdom': 'Orthornavirae', 'realm': 'Riboviria', 'acellular root': 'Viruses'})",Xinmoviridae
2946797,2,2946797,Anayavirus,,viruses,False,0.0402154313722767,1.0,,,100.0,36.0,10^-12.226,,,,,,,,[2961974],0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Anayavirus', 'subfamily': 'Weiservirinae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Unclassified
2961974,1,2946797,Mycobacterium phage Kashi_RDG1,,viruses,True,0.0402154313722767,1.0,,,100.0,36.0,10^-12.226,,,,,,,,,0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'species': 'Mycobacterium phage Kashi_RDG1', 'genus': 'Anayavirus', 'subfamily': 'Weiservirinae', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Unclassified
2843423,2,2843423,Moturavirus,,viruses,False,0.0402154313722767,1.0,,,88.372,43.0,10^-10.0903,,,,,,,,[2843625],0,PM2616,Jorge Alberto Castro Rodríguez,COMPLETE,9984,47621670,2953128,6.201,Mosquito,1746.0,0.522178,68.632,1.46,47619924,32682500,6086150,5995012,3863030,Whole Body,RNA,01/01/2024,No,Yucatán,San_Simon,conservado,aedes_taeniorhynchus,"OrderedDict({'genus': 'Moturavirus', 'class': 'Caudoviricetes', 'phylum': 'Uroviricota', 'kingdom': 'Heunggongvirae', 'realm': 'Duplodnaviria', 'acellular root': 'Viruses'})",Unclassified
