tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen
3108216,2,3108216,Jeongeuplla,"",bacteria,false,,,,0.035784601875261224,3,,,99.67,87.6667,10^-46.8374,,,,,,,,,,,,,,,,,[2998449],0
2998449,1,3108216,Jeongeuplla avenae,"",bacteria,false,,,,0.035784601875261224,3,,,99.67,87.6667,10^-46.8374,,,,,,,,,,,,,,,,,,0
3098969,2,3098969,Anatherum,"",eukaryota,false,,,,0.011928200625087076,1,,,100.0,101.0,10^-56.3801,,,,,,,,,,,,,,,,,[2491223],0
2491223,1,3098969,Anatherum selloanum,"",eukaryota,false,,,,0.011928200625087076,1,,,100.0,101.0,10^-56.3801,,,,,,,,,,,,,,,,,,0
3068352,2,3068352,Rubroshorea,"",eukaryota,false,,,,0.011928200625087076,1,,,100.0,99.0,10^-55.0164,,,,,,0.10735380562578367,9,,,77.1889,29.4444,10^-6.95121,,,,,"[1094886, 152421]",0
1094886,1,3068352,Rubroshorea macrantha,"",eukaryota,false,,,,0.011928200625087076,1,,,100.0,99.0,10^-55.0164,,,,,,,,,,,,,,,,,,0
152421,1,3068352,Rubroshorea leprosula,"",eukaryota,false,,,,,,,,,,,,,,,,0.10735380562578367,9,,,77.1889,29.4444,10^-6.95121,,,,,,0
3055447,2,3055447,Waltergamsia,"",eukaryota,false,,,,0.059641003125435375,5,,,99.5,99.5,10^-54.6711,,,,,,,,,,,,,,,,,"[1472692, 749674]",0
1472692,1,3055447,Waltergamsia pilosa,"",eukaryota,false,,,,0.02385640125017415,2,,,100.0,99.0,10^-55.0164,,,,,,,,,,,,,,,,,,0
749674,1,3055447,Waltergamsia fusidioides,"",eukaryota,false,,,,0.035784601875261224,3,,,99.0,100.0,10^-54.3258,,,,,,,,,,,,,,,,,,0
