taxId,taxLevel,genus_tax_id,name,common_name,category,is_phage,species_tax_ids,agg_score,max_z_score,nt.z_score,nt.rpm,nt.count,nt.contigs,nt.contig_r,nt.percent_identity,nt.alignment_length,nt.e_value,nt.bg_mean,nt.bg_stdev,nt.bg_mean_mass_normalized,nt.bg_stdev_mass_normalized,nr.z_score,nr.rpm,nr.count,nr.contigs,nr.contig_r,nr.percent_identity,nr.alignment_length,nr.e_value,nr.bg_mean,nr.bg_stdev,nr.bg_mean_mass_normalized,nr.bg_stdev_mass_normalized,known_pathogen
200,"genus",200,"all taxa with neither family nor genus classification","-","-",false,"[2983310,2983309,2980386,2980377,2952099,2932915,2900548,2899248,2892542,2883290,2874458,2834438,2832643,2800948,2800932,2800931,2800930,2800924,2800909,2789886,2789885,2786947,2778222,2778221,2771455,2689360,2681972,2663014,2653183,2607735,2607732,2604144,2585031,2558651,2511768,2507888,2507131,2485878,2478489,2448778,2448054,2358460,2249417,2202144,2201156,2201154,2184307,2109376,2100421,2093792,2080452,2053615,2053607,2053541,2052181,2052146,2052143,2052139,2045217,2044941,2044939,2044936,2035772,2030927,2027351,2026888,2026887,2026801,2026799,2026791,2026788,2026786,2026780,2026763,2026742,2026735,2026724,2026716,2021391,2010273,2010267,1978231,1977087,1974763,1936017,1928008,1925501,1923687,1923458,1923335,1923275,1922926,1922882,1915306,1913989,1913988,1909295,1909294,1909291,1907220,1906665,1898104,1891241,1891238,1883427,1882833,1869227,1852815,1803459,1795439,1795437,1769364,1769355,1768115,1768112,1756126,1750926,1739631,1729792,1715247,1715222,1709941,1709940,1701326,1701325,1701324,1645740,1635280,1618828,1425034,1368029,1343846,1343843,1321916,1277801,1248800,1199138,1195400,1181550,1181507,1075826,1052209,745706,710993,710981,710974,710836,710820,710804,710741,710740,698390,698387,698379,697907,554024,542390,489258,483370,480079,452435,417305,340016,310071,280772,244328,235205,220843,208549,202726,198431,175245,175244,172733,171248,164851,155900,154393,152507,115547,112596,100272,100235,91750,86473,77133,32644,13136,2340,1211,-100]","-","-","-",1114.1073363736423,20743,35,24527,91.7503,1352.09,267.412,"-","-","-","-","-",1264.4417351833526,23542,91,96725,65.5472,222.721,86.0272,"-","-","-","-",0
2980377,"species",200,"Kvarnon virus","","viruses",false,"-","-","-","-",0.1,1,"-","-",81.5,81,22.2,"-","-","-","-","-",2.2,41,"-","-",84.9,31,8.5,"-","-","-","-",0
2892542,"species",200,"San Gabriel mononegavirus","","viruses",false,"-","-","-","-",0.1,2,"-","-",94.8,96.5,46.5,"-","-","-","-","-",0.1,2,"-","-",97,32.5,10.6,"-","-","-","-",0
2800932,"species",200,"Netjeret virus","","viruses",false,"-","-","-","-",0.4,7,"-","-",94.4,90.9,42.4,"-","-","-","-","-",1.2,22,1,12,70.5,63.3,14.3,"-","-","-","-",0
2800924,"species",200,"Lasigmu virus","","viruses",false,"-","-","-","-",0.2,4,"-","-",93.2,100,46.4,"-","-","-","-","-",0.4,7,"-","-",93.8,29.4,8.3,"-","-","-","-",0
2778222,"species",200,"Kwale mosquito virus","","viruses",false,"-","-","-","-",0.1,1,"-","-",100,60,28.5,"-","-","-","-","-",0.1,1,"-","-",100,20,3.9,"-","-","-","-",0
2607735,"species",200,"Guadeloupe mosquito virus","","viruses",false,"-","-","-","-",166.9,3107,2,3079,98.7,2637,305,"-","-","-","-","-",165.7,3086,2,3079,99.3,523.1,264.5,"-","-","-","-",0
2558651,"species",200,"Streptococcus satellite phage Javan343","","viruses",true,"-","-","-","-",0.1,2,"-","-",100,100.5,56,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
2507131,"species",200,"Renna virus","","viruses",false,"-","-","-","-",0.1,2,"-","-",100,60,28.5,"-","-","-","-","-",0.4,7,"-","-",93.8,24.1,5.4,"-","-","-","-",0
2109376,"species",200,"High Island virus","","viruses",false,"-","-","-","-",23.8,443,12,388,92.4,349.7,150,"-","-","-","-","-",21,391,9,322,96.4,110,68.8,"-","-","-","-",0
2010273,"species",200,"Culex negev-like virus 1","","viruses",false,"-","-","-","-",0.1,2,"-","-",94.4,71,30.5,"-","-","-","-","-",0.1,2,"-","-",100,23,6.1,"-","-","-","-",0
1923335,"species",200,"Hubei virga-like virus 2","","viruses",false,"-","-","-","-",0.1,2,"-","-",95.3,74,33.2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
1795439,"species",200,"Kaiowa virus","","viruses",false,"-","-","-","-",0.1,2,"-","-",100,78,40.7,"-","-","-","-","-",1.6,29,1,8,72,44.5,13.6,"-","-","-","-",0
1795437,"species",200,"Guato virus","","viruses",false,"-","-","-","-",0.8,14,1,6,93,146.1,55.4,"-","-","-","-","-",0.2,4,"-","-",73.8,27.8,5.5,"-","-","-","-",0
340016,"species",200,"uncultured virus","","viruses",false,"-","-","-","-",0.1,2,"-","-",89.8,59,19.6,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
112596,"species",200,"Wolbachia phage WO","","viruses",true,"-","-","-","-",0.1,1,"-","-",100,101,56.4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
200011012,"genus",200011012,"non-genus-specific reads in family Partitiviridae","-","viruses",false,"[2970631,2938341,2759333,2759331,2689326]","-","-","-",74.01243356905361,1378,"-","-",99.6992,1231.06,285.521,"-","-","-","-","-",61.605414589045346,1147,"-","-",99.8076,358.158,266.223,"-","-","-","-",0
2970631,"species",200011012,"Hattula partiti-like virus","","viruses",false,"-","-","-","-",12.7,236,"-","-",98.2,64.2,29.6,"-","-","-","-","-",0.3,5,"-","-",94.3,24.4,4.5,"-","-","-","-",0
2759333,"species",200011012,"Verdadero virus","","viruses",false,"-","-","-","-",46,856,4,829,99.7,1219.9,289,"-","-","-","-","-",45.9,854,4,829,99.9,384.5,255.1,"-","-","-","-",0
2759331,"species",200011012,"Chaq-like virus","","viruses",false,"-","-","-","-",15.4,286,1,284,99.8,1402.4,305.7,"-","-","-","-","-",15.3,285,1,284,99.9,290.1,306.6,"-","-","-","-",0
200011050,"genus",200011050,"non-genus-specific reads in family Flaviviridae","-","viruses",false,[2602438],"-","-","-",0.2685501943724732,5,"-","-",93.2284,75,32.3727,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
2602438,"species",200011050,"Guapiacu virus","","viruses",false,"-","-","-","-",0.3,5,"-","-",93.2,75,32.4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
3 Filters Applied:,Categories:, Viruses,Viruses - Phage,Thresholds:, NT L (alignment length in bp) >= 50
