taxId,taxLevel,genus_tax_id,name,common_name,category,is_phage,species_tax_ids,agg_score,max_z_score,nt.z_score,nt.rpm,nt.count,nt.contigs,nt.contig_r,nt.percent_identity,nt.alignment_length,nt.e_value,nt.bg_mean,nt.bg_stdev,nt.bg_mean_mass_normalized,nt.bg_stdev_mass_normalized,nr.z_score,nr.rpm,nr.count,nr.contigs,nr.contig_r,nr.percent_identity,nr.alignment_length,nr.e_value,nr.bg_mean,nr.bg_stdev,nr.bg_mean_mass_normalized,nr.bg_stdev_mass_normalized,known_pathogen
2607732,"species",200,"Guadeloupe mosquito mononega-like virus","","viruses",false,"-","-","-","-",0.3,9,"-","-",92,59.4,20.7,"-","-","-","-","-",6.6,218,8,172,86.8,109.9,59,"-","-","-","-",0
2507131,"species",200,"Renna virus","","viruses",false,"-","-","-","-",0.1,2,"-","-",100,100.5,56,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
2109376,"species",200,"High Island virus","","viruses",false,"-","-","-","-",0.5,16,1,6,92.6,141.1,57.1,"-","-","-","-","-",0.4,14,"-","-",95,32.2,10.4,"-","-","-","-",0
1923335,"species",200,"Hubei virga-like virus 2","","viruses",false,"-","-","-","-",0.1,2,"-","-",98.5,100.5,54,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
1795439,"species",200,"Kaiowa virus","","viruses",false,"-","-","-","-",0.1,4,"-","-",100,100.3,55.9,"-","-","-","-","-",1.3,44,2,35,80.6,53.2,23.6,"-","-","-","-",0
1795437,"species",200,"Guato virus","","viruses",false,"-","-","-","-",0.2,6,"-","-",98.5,87.5,45.3,"-","-","-","-","-",0.2,6,"-","-",87.4,32.8,10.3,"-","-","-","-",0
200011012,"genus",200011012,"non-genus-specific reads in family Partitiviridae","-","viruses",false,"[2970631,2759333,2759331,2686048]","-","-","-",43.29634792191436,1422,"-","-",99.8029,1517.27,307.274,"-","-","-","-","-",44.05753547328417,1447,"-","-",99.0657,471.756,302.04,"-","-","-","-",0
2759333,"species",200011012,"Verdadero virus","","viruses",false,"-","-","-","-",43.2,1420,2,1420,99.8,1519.4,307.7,"-","-","-","-","-",43.4,1424,2,1420,99.7,478.5,306.8,"-","-","-","-",0
2759331,"species",200011012,"Chaq-like virus","","viruses",false,"-","-","-","-",0.1,2,"-","-",100,100,55.7,"-","-","-","-","-",0.1,2,"-","-",100,33,9.6,"-","-","-","-",0
200011050,"genus",200011050,"non-genus-specific reads in family Flaviviridae","-","viruses",false,[2602438],"-","-","-",0.3653700246575052,12,"-","-",89.1843,148.5,41.1879,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
2602438,"species",200011050,"Guapiacu virus","","viruses",false,"-","-","-","-",0.4,12,1,10,89.2,148.5,41.2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
202501952,"genus",202501952,"non-genus-specific reads in family Chuviridae","-","viruses",false,"[2789882,2789881]","-","-","-",0.0304475020547921,1,"-","-",95.082,61,25.0345,"-","-","-","-","-",0.9134250616437629,30,"-","-",66.2778,103.833,41.2797,"-","-","-","-",0
2789881,"species",202501952,"Gurupi chuvirus-like 1","","viruses",false,"-","-","-","-",0,1,"-","-",95.1,61,25,"-","-","-","-","-",0.9,29,2,18,65.9,106.3,42.4,"-","-","-","-",0
202560063,"genus",202560063,"non-genus-specific reads in family Botourmiaviridae","-","viruses",false,"[2972071,2972060]","-","-","-",0.0608950041095842,2,"-","-",98.765,81,41.3798,"-","-","-","-","-",0.0608950041095842,2,"-","-",77.25,33,4.81331,"-","-","-","-",0
2972071,"species",202560063,"Tianjin Botou tick virus 3","","viruses",false,"-","-","-","-",0.1,2,"-","-",98.8,81,41.4,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0
3 Filters Applied:,Categories:, Viruses,Viruses - Phage,Thresholds:, NT L (alignment length in bp) >= 50
