taxId,taxLevel,genus_tax_id,name,common_name,category,is_phage,species_tax_ids,agg_score,max_z_score,nt.z_score,nt.rpm,nt.count,nt.contigs,nt.contig_r,nt.percent_identity,nt.alignment_length,nt.e_value,nt.bg_mean,nt.bg_stdev,nt.bg_mean_mass_normalized,nt.bg_stdev_mass_normalized,nr.z_score,nr.rpm,nr.count,nr.contigs,nr.contig_r,nr.percent_identity,nr.alignment_length,nr.e_value,nr.bg_mean,nr.bg_stdev,nr.bg_mean_mass_normalized,nr.bg_stdev_mass_normalized,known_pathogen
11051,"genus",11051,"Flavivirus","arboviruses group B","viruses",false,[2751815],"-","-","-",103.14461284567106,1057,4,1056,81.5401,3067.9,302.796,"-","-","-","-","-",111.14637089046296,1139,6,1136,91.5633,959.263,287.1,"-","-","-","-",0
2751815,"species",11051,"Ochlerotatus scapularis flavivirus","","viruses",false,"-","-","-","-",103.1,1057,4,1056,81.5,3067.9,302.8,"-","-","-","-","-",111.1,1139,6,1136,91.6,959.3,287.1,"-","-","-","-",0
3 Filters Applied:,Categories:, Viruses,Viruses - Phage,Thresholds:, NT L (alignment length in bp) >= 50
